name,legal_name,org_number,city,revenue,employees,emails,phone,website,sni2,sni_codes,registration_date,company_age_years,share_capital,priority_score
MENOC Consulting AB,MENOC Consulting AB,559037-3550,50,3008,4.0,[],,https://menoc.se/,,"Aktiebolaget ska bedriva konsultverksamhet inom försäljning, utbildning och event samt äga och förvalta bolag, köpa och sälja aktier och andra värdepapper. Bolaget ska även bedriva uthyrning av konsulter inom olika verksamhetsgrenar. Bolaget skall därpå bedriva filantropisk verksamhet och stödja projekt inom sjukvård, utbildning och annat välgörenhetsarbete samt därmed förenlig verksamhet.",2015-11-26,9.8,,0.109
Arkiv och Magasinlagret i Sverige AB,Arkiv och Magasinlagret i Sverige AB,559030-0322,100,3002,,[],,https://www.aml.nu/,,"Bolaget skall bedriva uthyrning av lokaler och lägenheter, arkivering, magasinering och lagertjänster samt annan därmed förenlig verksamhet.",2015-10-12,9.9,,0.108
JPM Bowling AB,JPM Bowling AB,556705-2518,100,3001,3.0,[],0586-565 99,https://jpmbowling.se/contact-2.html,,Bolaget skall bedriva bowling- och restaurangverksamhet samt därmed förenlig verksamhet.,2006-06-07,19.3,,0.247
Hjortkvarns Energi- & Skogstransport Aktiebolag,Hjortkvarns Energi- & Skogstransport Aktiebolag,556118-4879,155,3000,2.0,[],0582-302 20,https://www.biometria.se/media/0plntfa0/220324-alla-aktoerer-inkl-huvudkod-interntnr-namn.xlsx,,"Bolaget ska bedriva transport av skogs- och energiprodukter, förmedlingar av transporter, handel med begagnade fordon och skogsmaskiner inom skogsnäringen, äga och förvalta fast egendom och värdepapper samt därmed förenlig verksamhet.",1968-07-24,57.1,,0.248
AsDi AB,AsDi AB,559396-8687,25,3000,0.0,[],,https://www.sida.se/,,Föremålet för bolagets verksamhet är att äga och förvalta fast egendom samt bedriva därmed förenlig verksamhet,2022-09-15,3.0,,0.079
Bergslagens Fastighets i Kumla AB,Bergslagens Fastighets i Kumla AB,559235-9722,25,2996,0.0,[],,https://bergslagensfast.se/,,"Bolaget ska äga och förvalta fastigheter och värdepapper, bedriva handel med värdepapper samt därmed förenlig verksamhet.",2020-01-09,5.7,,0.087
Lars och Micael Björn Bygg AB,Lars och Micael Björn Bygg AB,556598-9224,100,2995,2.0,[],0580-716 33,https://www.lmbbygg.se/omoss.htm,,"Bolaget skall bedriva byggnadsverksamhet, äga och förvalta fastigheter samt därmed förenlig verksamhet.",2000-10-23,24.9,,0.248
MF Bergsprängning AB,MF Bergsprängning AB,559398-8040,25,2994,1.0,[],,https://mfberg.se/,,"Bolagets verksamhet är att utföra borr, spräng-och anläggningsarbete. samt därmed förenlig verksamhet.",2022-09-26,3.0,,0.082
S.B.E&Städ AB,S.B.E&Städ AB,559303-8853,25,2993,4.0,[],,,,"Verksamheten ska bedriva städning (flytt,bygg,hem,kontor och trappstädning) och trädgårdsskötsel (klippagräs,klippaträd, stenmark och snöröjning) och putsa fönster och därmed förenlig verksamhet.",2021-02-25,4.5,,0.092
Andreas Bostadsförmedling AB,Andreas Bostadsförmedling AB,559455-3249,50,2992,1.0,[],,https://www.fastighetsbyran.com/sv/sverige/hitta-maklare/katrineholm-vingaker/andreas-nord,,"Bolaget skall bedriva förmedling och värdering av fastigheter och bostadsrätter, förvaltning av aktier och andelar samt därmed förenlig verksamhet.",2023-11-02,1.9,,0.079
Fuzzorama Records AB,Fuzzorama Records AB,559112-7633,50,2989,1.0,[],,https://www.debaser.se/events/fuzzfestival-2025-1f17d,,"Bolaget ska bedriva verksamhet inom områden, som rör tonteknik och liknande såväl som förvärv, förmedling, marknadsföring och varje slag av användande av patent-, varumärkes- och upphovs- och andra immaterialla rättigheter och bedriva produktion, försäljning och distribution av musik- och grammofonskivor med tillbehör samt bedriva förlagsverk samhet inom musik-, video och filmproduktion eller annan känd media eller i framtiden använd media samt därmed förenlig verksamhet.",2017-05-18,8.3,,0.099
FRISK Miljöpartner AB,FRISK Miljöpartner AB,559298-0212,25,2989,3.0,[],,https://friskmiljopartner.com/,,"Bolaget skall bedriva konsultverskamhet inom arbetsmiljö, säkerhet, miljö och kvalitet samt stödja i framtagande av policy och systematiska förbättringsarbetet. Mäter och bedömer fysiska, kemiska biologiska och ergonomiska riskfaktorer samt kemiska och biologiska förekomster i yttre miljö. Vi bedriver utbildning inom arbetsmiljö, miljö och kvalitetsarbete och bistår att upprätta och stödja företag i arbetet med sina ledningssystem och revision av dessa och därmed förenlig verksamhet.",2021-01-22,4.6,,0.091
B&W service AB,B&W service AB,559378-7277,50,2987,2.0,[],,https://www.briklas.se/product/service-och-tekniker-ryggsack,,Bolaget skall utföra service och underhåll inom industri och mekanik samt byggnation,2022-05-03,3.4,,0.086
A/T Lots i Närke AB,A/T Lots i Närke AB,559181-4974,56,2985,4.0,[],073-831 50 77,https://www.diva-portal.org/smash/get/diva2:1244152/FULLTEXT02.txt,,Föremålet för bolagets verksamhet skall vara bemanningstjänster avseende transporter samt åkeriverksamhet samt därmed förenlig verksamhet.,2018-11-22,6.8,,0.205
RLL Handel AB,RLL Handel AB,559131-1252,50,2981,3.0,[],,https://www.handels.se/fakta-och-rad/arbetsmiljo/,,"Bolagets verksamhet ska vara att bedriva restaurang, caféverksamhet, handel med varor, e-handel och partihandel med kläder, leksaker och nostalgiartiklar samt äga och förvalta värdepapper och fastigheter jämte därmed förenlig verksamhet.",2017-10-26,7.9,,0.102
SwePax Aktiebolag,SwePax Aktiebolag,556532-5643,100,2976,1.0,[],,https://swepax.se/,,"Bolaget skall bedriva uthyrning av bygg- och anläggningsmaskiner, med eller utan chafför, samt försäljning av varor, maskiner, tillbehör och utrustning kopplade till samma bransch. Bolaget ska också bedriva konsult- och entreprenadverksamhet inom byggbranschen med inriktining på skyddsrum, service, om- och tillbyggnad inom byggbranschen samt därmed förenlig verksamhet.",1996-08-09,29.1,,0.136
Atrima Consulting AB,Atrima Consulting AB,556904-5908,50,2976,1.0,[],073-654 88 99,https://orebro.cylex.se/datakonsulter-2.html,,Bolaget ska bedriva försäljning av datorer med tillhörande konsultverksamhet samt därmed förenlig verksamhet.,2012-09-25,13.0,,0.221
Elkompaniet i Örebro AB,Elkompaniet i Örebro AB,556358-1940,150,2975,2.0,[],,https://elkompanietab.se/,,"Bolaget skall bedriva installation, projektering och reparationer av elanläggningar samt därmed förenlig verksamhet.",1989-04-21,36.4,,0.138
AnEk AB,AnEk AB,556986-9315,50,2970,4.0,[],,http://www.lagenhet.eu/orebro/Kumla/7,,"Bolaget ska äga och förvalta fastigheter och värdeppapper, bedriva handel med transport- och personbilar, verksamhet inom löpande redovisning, bokslut, handel med heminredning och möbler samt därmed förenlig verksamhet.",2014-10-20,10.9,,0.112
"Örjan Lindqvist Musik, Music Music AB","Örjan Lindqvist Musik, Music Music AB",556441-9116,100,2968,3.0,[],,https://biluppgifter.se/brukare/NTU2NDQxOTExNg/,,"Bolaget skall bedriva försäljning, uthyrning och installation av instrument och elektronikutrustning, samt tjänsteproduktion med mixning av ljud och ljus, förvaltning av fast och lös egendom, jämte därmed förenlig verksamhet.",1992-02-05,33.6,,0.14
Nya Norra Spelhörnan i Örebro AB,Nya Norra Spelhörnan i Örebro AB,556902-0794,50,2968,1.0,[],,https://www.atg.se/norraspelhornan,,Aktieboalgets verksamhet ska vara att bedriva kiosk- och spelförsäljning jämte därmed förenlig verksamhet.,2012-08-28,13.0,,0.114
Mjödhamnen AB,Mjödhamnen AB,556718-0137,333,2961,2.0,[],08-514 834 08,https://mjodhamnen.se/,,Import och tillverkning av mjöd.,2006-12-18,18.7,,0.243
Northway Partner AB,Northway Partner AB,559098-8670,50,2960,2.0,[],,https://www.styrelseakademien.se/aktuellt/nyheter/oerebro/medlem-i-fokus-hans-sollerman,,"Företaget ska bedriva distribution och försäljning av hårdvara, mjukvara och tjänster relaterade till CAD, 3d-visualisering och prototypframställning samt därmed förenlig verksamhet.",2017-01-30,8.6,,0.102
Treadworld AB,Treadworld AB,556657-2201,400,2957,2.0,[],040-46 97 70,https://treadworld.se/,,"Bolaget skall bedriva dels import och försäljning av hästsportrelateradetextil- och läderprodukter, dels import, export och försäljning av kläder, tyger, skor och samt hästsportprodukter samt dels försäljning av datorprogram samt även därmed förenlig verk= samhet.",2004-03-08,21.5,,0.248
Mobizone AB,Mobizone AB,559426-1231,25,2953,,[],,https://netzone.se/,,"E-handel med mobiltelefoner, datorer och övriga elektroniska varor såsom surf plattor, smart Watches.",2023-03-14,2.5,,0.085
Wasabees Sushi i Örebro AB,Wasabees Sushi i Örebro AB,559386-3698,25,2952,,[],,https://www.wasabeessushi.se/,,Bolaget ska bedriva restaurangverksamhet med inriktning sushi och andra varmrätter.,2022-06-23,3.2,,0.087
SpeedWash24 AB,SpeedWash24 AB,556788-6063,100,2941,1.0,[],070-788 38 40,https://www.speedwash24.se/hem,,"Bolaget ska äga och driva biltvättanläggningar och försäljning av produkter inom detta segment, bedriva konsultverksamhet inom organisations- och verksamhetsutveckling, äga och förvalta värdepapper och fast egendom samt därmed förenlig verksamhet.",2009-09-07,16.0,,0.232
Byggmästarna i Örebro AB,Byggmästarna i Örebro AB,556723-4017,100,2937,3.0,[],070-761 80 61,https://tryggval.se/cl-skogstjanst-ab/,,"Bolaget skall bedriva byggverksamhet, fastighetsförvaltning, handel med värdepapper samt därmed förenlig verksamhet.",2007-02-09,18.6,,0.245
GN Taxi Aktiebolag,GN Taxi Aktiebolag,556585-3107,100,2933,6.0,[],,https://www.neoplan.se/nyleverans-till-taxi-nykoping-oxelosund-ab/,,Bolaget skall bedriva taxirörelse och därmed förenlig verksamhet.,2000-02-22,25.5,,0.143
Konsultlabbet i Sverige AB,Konsultlabbet i Sverige AB,559458-6827,25,2932,2.0,[],,https://biluppgifter.se/brukare/NTU5NDU4NjgyNw/,,Föremålet för bolagets verksamhet är att bedriva konsultverksamhet inom affärsutveckling och försäljning samt därmed förenlig verksamhet.,2023-11-23,1.8,,0.081
Djupadals Bil AB,Djupadals Bil AB,559170-8275,50,2932,1.0,[],,https://www.bytbil.com/handlare/djupadals-bil-ab-102770,,"Bolaget skall bedriva bilrekonditionering, bilverkstad, försäljning och förmedling av bilar och därmed förenlig verksamhet.",2018-09-10,7.0,,0.095
Blå Bergen Kraft & Hälsa AB,Blå Bergen Kraft & Hälsa AB,556966-4039,50,2932,2.0,[],,https://www.systembolaget.se/produkt/ol/blabergen-3589103/,,"Bolaget skall bedriva lantspa med olika behandlingar, bad, bastu, gårdsbutik, friskvårdsaktiviteter, företagsmassage, friluftsanläggning, uthyrning av stugor till självhushåll, 'restaurang/pub i naturmiljö och lantlig miljö med naturboende, mikrobryggeri öl, entreprenadverksamhet såsom skogshuggning, röjning, snickeri och grävning samt annan därmed förenlig verksamhet.",2014-03-26,11.5,,0.111
reFitness AB,reFitness AB,556968-4318,50,2925,2.0,[],,https://www.refitness.se/,,Bedriver personlig träning och kostrådgivning online. Bolaget skall även äga och förvalta aktier och andra värdepapper.,2014-04-10,11.4,,0.111
Bergqvist Transport Askersund AB,Bergqvist Transport Askersund AB,559169-3592,50,2925,1.0,[],,https://www.xlbygg.se/butiker/xl-bygg-bergqvist/,,Bolaget ska utföra fjärrtransporter med lastbil och därmed förenlig verksamhet.,2018-08-28,7.0,,0.095
Riddartorget Aktiebolag,Riddartorget Aktiebolag,556383-9801,500,2923,0.0,[],019-10 61 06,https://www.ekonomifokus.se/wp-content/uploads/2024/06/Privata-hyresvardar-Orebro-Blad1.pdf,,Bolaget skall äga och förvalta fast egendom och därmed sammanhängande verksamhet.,1990-01-17,35.6,,0.241
Henhill House AB,Henhill House AB,559052-8104,50,2920,0.0,[],,https://www.henhill.se/,,Bolaget skall äga och förvalta fast och lös egendom samt därmed förenlig verksamhet.,2016-02-25,9.5,,0.099
HT ÖREBRO AB,HT ÖREBRO AB,556677-2629,100,2920,0.0,[],070-446 21 63,https://www.oru.se/utbildning/jag-ar-student/karriar-och-framtid/platsbank-for-studenter/extrajobb-ht-2025-plock-och-pack-hos-laromedia-bokhandel-i-orebro/,,Bolaget skall bedriva förvaltning av fast och lös egendom.,2005-03-04,20.5,,0.241
leffes fastigheter i sälen AB,leffes fastigheter i sälen AB,559131-6392,50,2916,1.0,[],,https://www.moratidning.se/2019-12-17/lista-de-senaste-fastighetsaffarerna-i-dalarna/,,"Byggnation,förvaltning o uthyrning",2017-11-01,7.9,,0.098
P & Partner Redovisning AB,P & Partner Redovisning AB,559013-4424,50,2916,0.0,[],,https://ppartnerredovisning.se/,,Aktiebolaget ska bedriva konsultationer inom ekonomi och andra administrativa aktiviteter.,2015-05-11,10.3,,0.102
Vagersta Fastigheter & ställningsmontage AB,Vagersta Fastigheter & ställningsmontage AB,556999-5078,50,2914,2.0,[],,https://biluppgifter.se/brukare/NTU2OTk5NTA3OA/,,"Aktiebolaget ska bedriva Köp, försäljning och drift av fastighe- ter, hyresfastigheter, lokaler. Köp, försäljning av byggställning ar samt ställningsmontage.",2015-01-07,10.7,,0.109
Holmens idé och design AB,Holmens idé och design AB,556799-1335,100,2913,2.0,[],,https://swedron.se/blogg/framtidens-inventering-med-dji-dock-or-kundcase-holmen-and-lumberscan,,"Aktiebolagets verksamhet ska vara att bedriva renovering och nyproduktion av möbler och kläder, skrädderi-, tapetserar- och inredningsverksamhet samt snickeriarbeten och finsnickeri.",2010-01-13,15.7,,0.125
Runnaby Hill Trading Aktiebolag,Runnaby Hill Trading Aktiebolag,556454-8534,100,2911,0.0,[],019-20 21 60,https://www.betyg.se/djur-och-natur/lantbruk,,"Bolaget skall driva försäljning, uthyrning och reparationer av truckar samt därmed förenlig verksamhet.",1992-10-12,32.9,,0.241
Projektteam i Karlskoga AB,Projektteam i Karlskoga AB,556612-7485,100,2900,3.0,[],070-539 99 70,https://www.projektteam.se/,,"Bolaget skall bedriva svetsning, rörläggning, byggnadsarbeten, import- och exportverksamhet inom byggnadsmaterial, köp och försäljning samt förvaltning av värdepapper och fast egendom samt därmed förenlig verksamhet.",2001-06-27,24.2,,0.25
Mariebergs Sport i Kumla AB,Mariebergs Sport i Kumla AB,559193-1760,50,2900,0.0,[],,https://www.largestcompanies.com/search?what=Sale%C2%A3&county=%C3%96rebro%20County&turnover=500%20-%20999,,"Bolaget skall bedriva försäljning av cyklar, sportartiklar, reservdelar, reparation i anslutning härtill, handel med fritidstillbehör, handel med värdepapper samt annan därmed förenlig verksamhet.",2019-01-31,6.6,,0.09
Husabergsudde Camping AB,Husabergsudde Camping AB,556746-6213,100,2900,1.0,[],070-336 07 95,https://www.husabergsudde.se/,,"Bolaget ska bedriva camping, vvs-service, personaluthyrning, kiosk-verksamhet och därmed förenlig verksamhet.",2007-12-14,17.7,,0.238
NollNitton Flytt & Service AB,NollNitton Flytt & Service AB,559332-8114,25,2897,2.0,[],,https://nollnittonflytt-service.se/,,"Målet med Bolagets verksamhet är flytt, städ samt transport tjänster.",2021-08-31,4.0,,0.088
Vi fixar i Örebro AB,Vi fixar i Örebro AB,556926-4673,50,2896,3.0,[],,https://www.vifixar.nu/,,"Företaget ska utföra: tjänster inom bygg, måleri, husrenovering och trädgårdsskötsel.",2013-03-20,12.5,,0.116
Häggströms Måleri AB,Häggströms Måleri AB,559431-9369,25,2896,3.0,[],,http://www.haggstromsglas.se/,,Föremålet för bolagets verksamhet avser måleriarbeten så därmed förenlig verksamhet.,2023-04-27,2.4,,0.084
Nordins Vägentreprenad AB,Nordins Vägentreprenad AB,559423-7959,25,2895,1.0,[],,,,Entreprenadverksamhet med maskin inom väg och anläggning samt därmed förenlig verksamhet,2023-02-27,2.5,,0.081
Bil & Maskin i Bergslagen AB,Bil & Maskin i Bergslagen AB,559349-8545,25,2894,1.0,[],,https://bergslagensmaskin.se/,,"Fordonsreparationer, bygg, transport samt maskin- och lastbilsentreprenad.",2021-11-30,3.8,,0.085
Oliv och Te i Örebro AB,Oliv och Te i Örebro AB,559121-7525,50,2893,2.0,[],,https://olivote.se/,,"Bolaget ska bedriva försäljning av oljor, vinäger, te- och kaffeprodukter, övrigt livsmedel och presentartiklar samt därmed förenlig verksamhet.",2017-08-16,8.1,,0.101
Löa Bostäder Aktiebolag,Löa Bostäder Aktiebolag,556571-2501,672,2890,0.0,[],,https://krafman.se/holfve-per-olof-oa/19450612xxxx/rwbihyao/engagemang,,"Bolaget ska förvalta fastigheter, främst för skolverksamheten i Löa, och bedriva därmed förenlig verksamhet.",1999-07-29,26.1,,0.132
Catanzaro Gatukök & Pizzeria Aktiebolag,Catanzaro Gatukök & Pizzeria Aktiebolag,559241-8098,25,2890,2.0,[],,https://orebro.cylex.se/company/svampens+gatuk%C3%B6k+-+pizzeria+%C3%B6rebro-10994662.html,,Bolagets verksamhet ska vara att bedriva restaurang jämte därmed förenlig verksamhet.,2020-02-11,5.6,,0.093
JR Hundcenter AB,JR Hundcenter AB,556793-4160,100,2883,5.0,[],,http://www.jrhundcenter.se/,,"Bolaget ska bedriva hunddagis, hundbutik och hundaktiviteter jämte därmed förenlig verksamhet.",2009-11-12,15.8,,0.129
Roger Karlssons Åkeri Aktiebolag,Roger Karlssons Åkeri Aktiebolag,556512-8724,400,2881,1.0,[],019-45 13 55,https://www.ellosakeri.se/,,Bolaget skall bedriva transporter och även handel med värdepapper och därmed förenlig verksamhet.,1995-07-03,30.2,,0.246
Clemenger Dans AB,Clemenger Dans AB,556719-3916,100,2881,3.0,[],019-10 62 46,https://nerikesdansinstitut.se/,,"Bolaget skall bedriva konstnärlig, litterär, artistisk verksamhet inklusive undervisning, danstester och del- aktighet i klubb-föreningar vid danstävlingsevenemang samt därmed förenlig verksamhet.",2007-01-03,18.7,,0.245
Stenmark Kamin & Värme AB,Stenmark Kamin & Värme AB,559424-9996,25,2879,2.0,[],,https://stkv.se/,,"Föremålet för bolagets verksamhet är försäljning av kaminer, skorstenar, biobränslen, hantverkstjänster som byggmontage, murning, putsning, skorstens reparationer samt därmed förenlig verksamhet.",2023-03-06,2.5,,0.083
ABS Steel Nordic AB,ABS Steel Nordic AB,556895-6923,50,2875,1.0,[],,https://www.metal-supply.se/article/view/109076/abs_etablerar_sig_i_sverige,,Bolaget ska bedriva handel med specialstål samt driva därmed förenlig verksamhet.,2012-06-11,13.2,,0.115
Christer Linder Produktion AB,Christer Linder Produktion AB,556782-2399,200,2874,1.0,[],019-36 00 15,https://www.ri.se/sv/expertisomraden/projekt/sensorer-och-atervinning-for-tunga-fordonsdack,,"Bolagets verksamhet ska vara producerande verksamhet och konsultverksamhet inom nöjes, teater och underhållningsbranschen samt tillverkning och försäljning av snickeritillverkade produkter för teater, restaurang, hotell och butiker samt idka därmed förenlig verksamhet.",2009-05-07,16.3,,0.233
T.R. Persson Electronics Innovation Sweden AB,T.R. Persson Electronics Innovation Sweden AB,556647-0968,100,2872,2.0,[],019-20 75 92,https://www.uu.se/en/contact-and-organisation/staff?query=N16-949,,"Bolaget skall bedriva konsultverksamhet inom data-, elektronik och mjukvaruutveckling. Försäljning och utveckling av kretsar till informationsdisplayer och svarstjänster för mobiltelefoni, handel med värdepapper samt därmed förenlig verksamhet.",2003-09-04,22.0,,0.248
DRUPAT AB,DRUPAT AB,556619-1630,100,2872,2.0,[],,https://www.digitalist.se/tjanster/drupal-cms,,Föremålet för bolagets verksamhet är att bedriva försäljning av konfektionshandel och handel med värdepapper.,2001-11-27,23.8,,0.138
Karlskoga Bofors 1:77 AB,Karlskoga Bofors 1:77 AB,559186-0241,50,2871,0.0,[],,https://www.brodernawingefors.se/karlskoga-bofors-1-77-ab,,"Bolagets ska äga, förvalta och hyra ut fastigheter samt därmed förenlig verksamhet.",2018-12-14,6.7,,0.09
Strids Naprapatklinik AB,Strids Naprapatklinik AB,556901-2692,50,2867,2.0,[],,https://naprapathy.se/,,"Aktiebolaget ska bedriva naprapati, massage, friskvård, rehabilitering, försäljning av frisk- och hälsovårdsprodukter samt utbildning inom frisk- och hälsovård.",2012-08-20,13.1,,0.116
Apelsa Aktiebolag,Apelsa Aktiebolag,556290-7674,490,2866,0.0,[],019-611 80 12,https://www.betyg.se/hus-och-hem/fastighetsbolag,,"Bolaget har till föremål för sin verksamhet att äga och förvalta, köpa och sälja fast egendom, köpa och sälja värdepapper och därmed förenlig verksamhet.",1986-12-30,38.7,,0.241
Terramaster AB,Terramaster AB,556552-6232,100,2861,1.0,[],019-16 51 57,https://www.voosestore.com/se/tillbehor-stativ/media-recorder/minneskort/harddisk/terramaster-d4-320-extern-harddiskkabinett,,"Bolaget skall bedriva tillverkning, handel och tjänster inom byggbranschen och därmed förenlig verksamhet samt handel med värdepapper.",1998-02-26,27.5,,0.246
Kipp Scandinavia AB,Kipp Scandinavia AB,559071-4662,50,2860,2.0,[],,https://www.kipp.se/sv/,,"Aktiebolaget ska bedriva handel med maskinreservdelar inom flygindustrin, fordonsindustrin samt möbelindustrin och därmed förenlig verksamhet.",2016-07-27,9.1,,0.104
Hanssons Smide & Arborrning AB,Hanssons Smide & Arborrning AB,559419-5140,25,2859,,[],,https://qimtek.se/profiles/jtk83/Medicast_AB_-_Hoganas,,"Metallegoarbeten, såsom slipning, fräsning, borrning, svetsning, kapning, bockning. Uthyrning av entreprenadmaskiner. Lastbilstransporter av gods, på väg.",2023-01-26,2.6,,0.085
P Tjäders Entreprenad AB,P Tjäders Entreprenad AB,556756-5154,100,2857,1.0,[],,http://www.fbt.se/?index=fbtcompany&company_id=22952,,"Föremålet för bolagets verksamhet är att bedriva gräv- och schaktentreprenader, uthyrning av arbetskraft, förvaltning av och handel med fastigheter, handel med värdepapper samt därmed förenlig verksamhet.",2008-04-21,17.4,,0.128
Chernevs Trading AB,Chernevs Trading AB,559280-2036,25,2855,0.0,[],,https://www.nwt.se/2024/04/12/har-ar-siffrorna-som-visar-hur-det-gick-for-proteinbolaget-i-sverige-ab-under-2023-25464/,,Bolaget skall arbeta med försäljning av hobbyartiklar samt konsultation kring detaljhandel på internet och och därmed förenlig verksamhet.,2020-11-02,4.9,,0.085
Israelssons Bygg AB,Israelssons Bygg AB,559263-1039,25,2854,3.0,[],,https://bygg.se/grundbulten-35137-ab/,,"Byggverksamhet och förenlig verksamhet , förvaltning av värdepapper , förvaltning av fastigheter",2020-07-10,5.2,,0.093
Proleda AB,Proleda AB,559337-8309,25,2851,2.0,[],,https://www.proled.nu/butik/b-fordonsbelysning/extraljus/kompletta-extraljuspaket/9-ljus/rak-4/4-pack-seeker-9-2-0-next-generation-komplett-paket/,,Konsultverksamhet inom ledarskap och IT.,2021-09-30,3.9,,0.087
Flygarnas fastigheter AB,Flygarnas fastigheter AB,556860-4010,50,2846,0.0,[],,https://www.ekonomifokus.se/wp-content/uploads/2024/06/Privata-hyresvardar-Orebro-Blad1.pdf,,"Aktiebolaget ska bedriva fastighetsförvaltning, handel med värdepapper samt därmed förenlig verksamhet.",2011-08-02,14.1,,0.114
Dataekonomi och Consulting i Örebro AB,Dataekonomi och Consulting i Örebro AB,559139-6832,50,2845,1.0,[],,https://kpmg.com/se/en/career/students.html,,"Administrativa tjänster, redovisning och bokföring, konsultationer, rådgivning. Handel med värdepapper, förvaltning av fast och lös egendom.",2017-12-14,7.7,,0.097
BTG Karlskoga 2013 AB,BTG Karlskoga 2013 AB,556943-4284,50,2844,4.0,[],,https://www.kt-kuriren.se/2025/06/24/byggforetag-i-karlskoga-forsatts-i-konkurs-aae0b/,,"Aktiebolaget ska utföra behandling, ythärdning och reparation av betongkonstruktioner samt bedriva byggverksamhet och fordonsservice jämte därmed förenlig verksamhet.",2013-09-24,12.0,,0.116
Meki Restaurang AB,Meki Restaurang AB,559403-5106,25,2842,5.0,[],,https://www.nsd.se/nyheter/lulea/artikel/konkurs-for-restaurang/jn72x52l,,Bolaget ska bestå av restaurangverksamhet samt därmed förenlig verksamhet.,2022-10-28,2.9,,0.088
Frövis restaurang AB,Frövis restaurang AB,559314-3174,25,2841,4.0,[],,https://mat-frovi.webnode.se/nillas/,,Bolaget skall bedriva Restaurangverksamhet.,2021-04-26,4.4,,0.092
Debora Grossen AB,Debora Grossen AB,559368-8459,25,2832,,[],,https://www.betyg.se/shopping/byggvaror,,"Bolaget skall bedriva butik och internethandel av byggmaterialprodukter, heminredning samt hushållsapparater mot företag och privatpersoner samt därmed förenlig verksamhet.",2022-03-04,3.5,,0.088
RLC Steakhouse AB,RLC Steakhouse AB,559311-0637,25,2820,3.0,[],,https://www.swedbank-aktiellt.se/telegram/gIcVS4Li,,Bolagets verksamhet skall bestå av restaurang samt därmed förenlig verksamhet.,2021-04-09,4.4,,0.091
Ninifood AB,Ninifood AB,556922-2671,50,2819,3.0,[],,https://www.jo.se/app/uploads/resolve_pdfs/1738692_8128-2024.pdf,,Aktiebolaget skall bedriva restaurangverksamhet.,2013-02-12,12.6,,0.116
Linnefors Gård AB,Linnefors Gård AB,559298-7407,25,2817,0.0,[],,https://www.emmaboda.se/download/18.508bcea9153eb2a15c14768/1461846657186/Linnefors+2015-10+rev+2016-04-05.pdf,,"Lantbruksverksamhet med skog-, spannmål- och köttproduktion.",2021-01-27,4.6,,0.084
Lindbergs Bil i Hällefors Aktiebolag,Lindbergs Bil i Hällefors Aktiebolag,556286-7191,100,2817,3.0,[],,https://hallefors.cylex.se/company/lindbergs+bil+ab-10918708.html,,"Bolaget skall bedriva försäljning av bilar, tillbehör och reservdelar, bilservice samt bilreparationer jämte därmed förenlig verksamheter.",1986-11-14,38.8,,0.14
Anyday Padel Spånga AB,Anyday Padel Spånga AB,559262-8308,25,2817,2.0,[],,https://www.resume.se/alla-nyheter/nyheter/eventmakare-saljer-padelhall-innan-oppning/,,"Bolaget ska bedriva drift och etablering av padelanläggningar, såsom uthyrning av banor, etablering av anläggningar, markarbeten och handel med varor som hör padel till samt därmed förenlig verksamhet.",2020-07-08,5.2,,0.092
Facts & Values i Svealand Aktiebolag,Facts & Values i Svealand Aktiebolag,556271-4526,100,2815,,[],,https://kundernas.se/reviews/2436519/facts-values-i-svealand-aktiebolag,,"Bolaget ska bedriva tvärvetenskaplig forskning och utveckling med tyngdpunkt i samhällsvetenskap och humaniora, datakonsult- verksamhet med tyngdpunkt på användbarhetstester för hemsidor på Internet, författarverksamhet avseende litteratur avsedd för det allmänna skolväsendet, leasingverksamhet främst lantbruks- maskiner, fordon och mekaniska verkstadsmaskiner, handel med värdepapper, konsultation om utförande av industriell och därmed förenlig verksamhet.",1986-01-21,39.6,,0.14
LK Lack & Konstruktion AB,LK Lack & Konstruktion AB,559417-6520,25,2812,1.0,[],,https://lksystems.se/sv/,,"Aktiebolaget ska bedriva reparationer och lackering av fordon, kapitalförvaltning samt annan därmed förenlig verksamhet",2023-01-12,2.7,,0.081
Celter AB,Celter AB,559482-9557,100,2809,3.0,[],,https://www.barnebys.se/auktioner/objekt/glas-blaklocka-fran-duka-14-st-celterglas-jqlzifjay,,"Bolaget ska bedriva servicebutik innefattande detaljhandel med dagligvaror såsom konfektyr, glass, tidningar, färdiga rätter och bageriprodukter, samt idka därmed förenlig verksamhet.",2024-05-13,1.3,,0.081
Sthyrs Bygg i Grythyttan AB,Sthyrs Bygg i Grythyttan AB,559206-0213,50,2803,1.0,[],,https://bygg.se/stad/grythyttan/,,"Snickeriarbeten, ny & ombyggnationer. Rot- jobb . Altanbyggen, köksbyte. Takjobb .",2019-05-15,6.3,,0.093
Skorstenslagar'n Örebro AB,Skorstenslagar'n Örebro AB,556741-3868,100,2803,0.0,[],,https://bygg.se/skorstenslagarn-orebro-ab/,,"Bolaget ska bedriva reparation och underhåll av skorstenar, försäljning av skorstensskydd, fastighetsförvaltning, handel med värdepapper samt därmed förenlig verksamhet.",2007-11-01,17.9,,0.126
