org_number,legal_name,sni_code,sni_description
556544-5953,Svensk Bilåtervinning AB,46772,Partihandel med metallavfall och metallskrot
556544-5953,Svensk Bilåtervinning AB,45201,Allmän service och reparation av motorfordon utom motorcyklar
556544-5953,Svensk Bilåtervinning AB,46773,Partihandel med avfall och skrot av icke-metall
556581-6096,Hagmans Tak Mitt AB,43912,Takarbeten av andra material än plåt
556581-6096,Hagmans Tak Mitt AB,43911,Takarbeten av plåt
556581-6096,Hagmans Tak Mitt AB,81100,Fastighetsrelaterade stödtjänster
556442-8687,Handels- & Maskin Service i Örebro Aktiebolag,43991,Uthyrning av bygg- och anläggningsmaskiner med förare
556442-8687,Handels- & Maskin Service i Örebro Aktiebolag,45191,"Handel med lastbilar, bussar och specialfordon"
556442-8687,Handels- & Maskin Service i Örebro Aktiebolag,77320,Uthyrning och leasing av bygg- och anläggningsmaskiner
556442-8687,Handels- & Maskin Service i Örebro Aktiebolag,33120,Reparation av maskiner
556442-8687,Handels- & Maskin Service i Örebro Aktiebolag,46630,"Partihandel med gruv-, bygg- och anläggningsmaskiner"
556811-5611,Lyfton AB,49410,"Vägtransport, godstrafik"
556811-5611,Lyfton AB,45202,"Plåt-, lack- och glasreparationer på motorfordon utom motorcyklar"
556811-5611,Lyfton AB,43999,Diverse övrig specialiserad bygg- och anläggningsverksamhet
556783-5318,ITS i Åsbro AB,52100,Magasinering och varulagring
559382-8931,Herok Rental II AB,77320,Uthyrning och leasing av bygg- och anläggningsmaskiner
559382-8931,Herok Rental II AB,33120,Reparation av maskiner
556955-9205,Veosol Energi AB,43210,Elinstallationer
556955-9205,Veosol Energi AB,71124,"Teknisk konsultverksamhet inom energi-, miljö- och VVS-teknik"
556335-5675,Dockab Aktiebolag,28220,Tillverkning av lyft- och godshanteringsanordningar
556580-9265,Görtz Fastigheter AB,68201,Uthyrning och förvaltning av egna eller arrenderade bostäder
556580-9265,Görtz Fastigheter AB,68203,"Uthyrning och förvaltning av egna eller arrenderade, andra lokaler"
556814-7309,BR Group AB,46731,Partihandel med virke och andra byggmaterial
556791-0541,BIODAL Kraftvärme AB,35110,Generering av elektricitet
559166-2647,Swift Delivery Örebro AB,49410,"Vägtransport, godstrafik"
556670-5058,Jardlers Logistik AB,49410,"Vägtransport, godstrafik"
556689-5214,Spårentreprenör Lars K. Gräv AB,43120,Mark- och grundarbeten
556641-5591,Transportservice Logistics NF AB,52290,Övriga stödtjänster till transport
556815-6789,Gullbergs MMVIII AB,43330,Golv- och väggbeläggningsarbeten
559167-3107,Svetsprodukter i Örebro AB,46731,Partihandel med virke och andra byggmaterial
559445-2673,Kraftlänk AB,42220,Anläggningsarbeten för el och telekommunikation
559445-2673,Kraftlänk AB,43210,Elinstallationer
556700-8171,Bra Assistans i Örebro AB,88102,Öppna sociala insatser för personer med funktionshinder
556395-1366,Opejra Örebro AB,43911,Takarbeten av plåt
556816-4650,TH:s Måleri AB,43341,Måleriarbeten
556816-4650,TH:s Måleri AB,43320,Byggnadssnickeriarbeten
556816-4650,TH:s Måleri AB,47789,Övrig specialiserad butikshandel
556816-4650,TH:s Måleri AB,81100,Fastighetsrelaterade stödtjänster
556050-9894,KOGI Försäljnings Aktiebolag,46699,Partihandel med diverse övriga maskiner och utrustning
556050-9894,KOGI Försäljnings Aktiebolag,77390,Uthyrning och leasing av övrig utrustning och övriga maskiner och materiella tillgångar
556635-6407,Toroma Automation AB,71122,Teknisk konsultverksamhet inom industriteknik
556394-8875,Hagifa Aktiebolag,01500,Blandat jordbruk
559151-1661,Langebaek Consulting AB,71122,Teknisk konsultverksamhet inom industriteknik
556489-6537,Sjöhagens Livs Aktiebolag,47112,"Livsmedelshandel med brett sortiment, ej varuhus eller stormarknad"
556759-6092,KM Studio AB,59120,"Efterproduktion av film, video och TV-program"
556112-7803,Kåre Nilzon Skogsentreprenad i Hammarby Aktiebolag,02200,Drivning
556766-2993,Structor Örebro AB,71121,Teknisk konsultverksamhet inom bygg- och anläggningsteknik
556766-2993,Structor Örebro AB,71110,Arkitektverksamhet
556847-0461,Demolering Entreprenad & Transport i Örebro AB,43110,Rivning av hus och byggnader
556667-0344,Fellingsbro Mekaniska AB,28220,Tillverkning av lyft- och godshanteringsanordningar
556667-0344,Fellingsbro Mekaniska AB,25620,Metallegoarbeten
556667-0344,Fellingsbro Mekaniska AB,33120,Reparation av maskiner
556094-1519,Tappex Sweden AB,46900,Övrig partihandel
556094-1519,Tappex Sweden AB,46741,Partihandel med järnhandelsvaror
556616-0072,Anforina AB,47112,"Livsmedelshandel med brett sortiment, ej varuhus eller stormarknad"
559135-7081,Brightec Security AB,80200,Säkerhetssystemtjänster
556807-7498,NollNitton Frakt AB,49410,"Vägtransport, godstrafik"
559026-7760,Advokatfirman Lindahl i Örebro AB,69101,Advokatbyråverksamhet
559380-2118,Fastighetsaktiebolaget Harven Centrum,68201,Uthyrning och förvaltning av egna eller arrenderade bostäder
556986-5214,Loxia Projektledning AB,71121,Teknisk konsultverksamhet inom bygg- och anläggningsteknik
559332-4386,Advantek Sweden AB,22220,Plastförpackningstillverkning
556560-4245,HPM Distribution AB,45310,Parti- och provisionshandel med reservdelar och tillbehör till motorfordon utom motorcyklar
559034-0682,Reko Rör Närke AB,43221,Värme- och sanitetsarbeten
559274-3974,Häggströms Bygg Entreprenad AB,41200,Byggande av bostadshus och andra byggnader
556225-7112,Trädgårdstjänst i Örebro AB,81300,Skötsel och underhåll av grönytor
556225-7112,Trädgårdstjänst i Örebro AB,43999,Diverse övrig specialiserad bygg- och anläggningsverksamhet
556225-7112,Trädgårdstjänst i Örebro AB,16233,Tillverkning av fönster av trä
556731-4603,IOS Luftvärmecenter AB,43221,Värme- och sanitetsarbeten
556762-5776,Disa Assistans AB,88102,Öppna sociala insatser för personer med funktionshinder
556158-2577,KPV Teknik AB,25620,Metallegoarbeten
556158-2577,KPV Teknik AB,25610,Beläggning och överdragning av metall
556324-5173,Lars-Göran Söderberg AB,68203,"Uthyrning och förvaltning av egna eller arrenderade, andra lokaler"
556324-5173,Lars-Göran Söderberg AB,68202,Uthyrning och förvaltning av egna eller arrenderade industrilokaler
556324-5173,Lars-Göran Söderberg AB,68201,Uthyrning och förvaltning av egna eller arrenderade bostäder
556413-6611,GT Bygg i Degerfors Aktiebolag,41200,Byggande av bostadshus och andra byggnader
556338-8601,AB Miljö & Energiservice Per Olofsson,43222,Ventilationsarbeten
556886-4929,Alltiett i Örebro AB,47711,"Specialiserad butikshandel med herr-, dam- och barnkläder, blandat"
556482-7821,Hidinge Gård Aktiebolag,01500,Blandat jordbruk
556737-3112,AB Emanuelsson VVS-Byrå,43222,Ventilationsarbeten
556743-2363,Nordic Metal Recycling AB,46772,Partihandel med metallavfall och metallskrot
556743-2363,Nordic Metal Recycling AB,43110,Rivning av hus och byggnader
556743-2363,Nordic Metal Recycling AB,46120,"Provisionshandel med bränsle, malm, metaller och industrikemikalier"
556743-2363,Nordic Metal Recycling AB,68202,Uthyrning och förvaltning av egna eller arrenderade industrilokaler
559071-4878,Karlssons Schakt & Anläggning AB,43120,Mark- och grundarbeten
556879-9299,Erlandssons Maskin AB,77390,Uthyrning och leasing av övrig utrustning och övriga maskiner och materiella tillgångar
556879-9299,Erlandssons Maskin AB,78200,Personaluthyrning
556511-6729,Bråtens Skogsfrakt Aktiebolag,49410,"Vägtransport, godstrafik"
556930-5211,Knowit Örebro AB,62020,Datakonsultverksamhet
556856-8629,Fyren EkAlmen AB,85201,Grundskoleutbildning och förskoleklass
559146-4812,Örebro Godstrafik Stockholm AB,49410,"Vägtransport, godstrafik"
556764-0908,Åsbro Kursgård AB,85594,Personalutbildning
556764-0908,Åsbro Kursgård AB,52100,Magasinering och varulagring
556764-0908,Åsbro Kursgård AB,55102,Drift av konferensanläggningar
559430-6036,K.M Hörlings Livs AB,47112,"Livsmedelshandel med brett sortiment, ej varuhus eller stormarknad"
556999-8346,Tobbes Kran & Transport i Mullhyttan AB,49410,"Vägtransport, godstrafik"
559021-1388,Outward Hound Nina Ottosson AB,32400,Tillverkning av spel och leksaker
556596-1447,Kimmo Ahlgren Livs Aktiebolag,47112,"Livsmedelshandel med brett sortiment, ej varuhus eller stormarknad"
556246-3488,Hammars Bryggeri AB,11070,"Framställning av läskedrycker, mineralvatten och annat vatten på flaska"
556115-9640,H E:s Färggross Aktiebolag,47523,"Specialiserad butikshandel med färger, fernissor och lacker"
559082-0287,Cleverex Bemanning AB,78100,Arbetsförmedling och rekrytering
559082-0287,Cleverex Bemanning AB,70220,Konsultverksamhet avseende företags organisation
556562-0340,Karlskoga Stadsnät AB,61100,Trådbunden telekommunikation
556837-0067,Quale Consulting AB,70220,Konsultverksamhet avseende företags organisation
556701-0490,Däckson i Karlskoga Aktiebolag,45204,Däckservice
556701-0490,Däckson i Karlskoga Aktiebolag,45400,Handel med och service av motorcyklar inklusive reservdelar och tillbehör
556976-5703,Anitram AB,47300,Specialiserad detaljhandel med drivmedel
559229-1586,Sjömans Service & Transport AB,33120,Reparation av maskiner
559229-1586,Sjömans Service & Transport AB,49410,"Vägtransport, godstrafik"
559229-1586,Sjömans Service & Transport AB,49320,Taxitrafik
559229-1586,Sjömans Service & Transport AB,79120,Researrangemang
556717-0294,Tony's Gräv AB,41200,Byggande av bostadshus och andra byggnader
556820-0926,Småföretagarnas Medlemstjänst AB,82200,Callcenterverksamhet
556586-5739,Falls Plåtslageri AB,43911,Takarbeten av plåt
556870-4869,Nordic Safety Systems AB,46160,"Provisionshandel med textilier, kläder, skodon och lädervaror"
556909-5598,JEV Eltjänst AB,43210,Elinstallationer
556576-6655,Cell Impact AB (publ),27110,"Tillverkning av elmotorer, generatorer och transformatorer"
556821-6534,Nya Framtec AB,46620,Partihandel med verktygsmaskiner
556083-7618,Helins Åkeri Aktiebolaget,49410,"Vägtransport, godstrafik"
556288-6803,Nytida Christinagården AB,87201,Boende med särskild service för personer med utvecklingsstörning eller  psykiska funktionshinder
556669-9806,Henrik Franzéns Livs Aktiebolag,47112,"Livsmedelshandel med brett sortiment, ej varuhus eller stormarknad"
559096-5314,Cobots Sweden AB,46699,Partihandel med diverse övriga maskiner och utrustning
556423-9191,Närkesten Entreprenad Aktiebolag,43999,Diverse övrig specialiserad bygg- och anläggningsverksamhet
556322-4343,Markservice i Hallsberg Aktiebolag,43120,Mark- och grundarbeten
559000-8743,Taxi Hallsberg AB,49320,Taxitrafik
556760-4946,Nordlo Närke AB,62020,Datakonsultverksamhet
556571-1735,Admit Ekonomi AB,69201,Redovisning och bokföring
556571-1735,Admit Ekonomi AB,69203,Skatterådgivning
556528-3578,Scandinavian Home Products Sweden AB,46431,Partihandel med elektriska hushållsmaskiner och -apparater
559169-3667,Örebros Townhouse AB,56100,Restaurangverksamhet
559008-3936,Lindesbergs Schakt AB,43120,Mark- och grundarbeten
559008-3936,Lindesbergs Schakt AB,41200,Byggande av bostadshus och andra byggnader
556946-2509,Häggströms Glas & Fog AB,43342,Glasmästeriarbeten
556559-7381,Falklöfs El Aktiebolag,43210,Elinstallationer
559062-7245,Frimurarholmen AB,56100,Restaurangverksamhet
556864-3190,Mojo Boats AB,46491,Partihandel med sport- och fritidsartiklar
556864-3190,Mojo Boats AB,45192,"Handel med husvagnar, husbilar, släpfordon och påhängsvagnar"
556838-0645,PM Rör i Kumla AB,43221,Värme- och sanitetsarbeten
556310-9718,Takskifferspecialisten i Grythyttan Aktiebolag,43912,Takarbeten av andra material än plåt
559024-2060,Truckzter AB,62010,Dataprogrammering
559024-2060,Truckzter AB,70220,Konsultverksamhet avseende företags organisation
556650-1820,Kinnarps i Örebro AB,46650,Partihandel med kontorsmöbler
556650-1820,Kinnarps i Örebro AB,46150,"Provisionshandel med möbler, hushålls- och järnhandelsvaror"
559019-4444,Kak Kungen AB,10710,Tillverkning av mjukt matbröd och färska bakverk
556780-5832,Eyracenter AB,68203,"Uthyrning och förvaltning av egna eller arrenderade, andra lokaler"
556577-4899,Intact AB,49410,"Vägtransport, godstrafik"
556593-3362,Glanshammars Åkeri AB,49410,"Vägtransport, godstrafik"
556593-3362,Glanshammars Åkeri AB,64993,Förvaltning av och handel med värdepapper för en begränsad och sluten krets av ägare
556414-6800,Öskebohytte Entreprenad Aktiebolag,02200,Drivning
556414-6800,Öskebohytte Entreprenad Aktiebolag,01199,Odling av övriga ett- och tvååriga växter
556104-8041,Frövi Bilservice Aktiebolag,47300,Specialiserad detaljhandel med drivmedel
556784-5002,LR Nolér AB,69202,Revision
556784-5002,LR Nolér AB,69201,Redovisning och bokföring
556784-5002,LR Nolér AB,69203,Skatterådgivning
556821-6500,Måleributiken i Örebro AB,47523,"Specialiserad butikshandel med färger, fernissor och lacker"
556761-6718,Thermotech Värmebehandlingscenter AB,25610,Beläggning och överdragning av metall
556124-0705,T Rydholms Förvaltnings Aktiebolag,66120,Verksamhet utförd av värdepappers- och varumäklare
556124-0705,T Rydholms Förvaltnings Aktiebolag,66190,Andra stödtjänster till finansiella tjänster utom försäkring och pensionsfondsverksamhet
556976-4011,Wani Energi Aktiebolag,71124,"Teknisk konsultverksamhet inom energi-, miljö- och VVS-teknik"
556702-1513,Bäcklunda fastigheter i Örebro AB,68202,Uthyrning och förvaltning av egna eller arrenderade industrilokaler
556879-6345,Smash Into Pieces AB,59200,Ljudinspelning och fonogramutgivning
556879-6345,Smash Into Pieces AB,90010,Artistisk verksamhet
556283-6311,Stora Mellösa Potatis Aktiebolag,46310,Partihandel med frukt och grönsaker
556283-6311,Stora Mellösa Potatis Aktiebolag,46390,"Icke specialiserad partihandel med livsmedel, drycker och tobak"
556126-7260,Bygg Ingvar i Hallsberg Aktiebolag,41200,Byggande av bostadshus och andra byggnader
556955-5658,Solberga Förskolor AB,85100,Förskoleutbildning
556955-5658,Solberga Förskolor AB,77210,Uthyrning och leasing av fritids- och sportutrustning
556813-9504,V.S.O.P Butik AB,47711,"Specialiserad butikshandel med herr-, dam- och barnkläder, blandat"
556690-5310,Lindesbergs Bilskadecenter AB,45202,"Plåt-, lack- och glasreparationer på motorfordon utom motorcyklar"
559460-7581,URSAPHARM NORDIC AB,46460,Partihandel med medicinsk utrustning och apoteksvaror
556352-2803,Elservice i Hallsberg Aktiebolag,43210,Elinstallationer
556111-3761,Golvtjänst i Hallsberg Aktiebolag,43330,Golv- och väggbeläggningsarbeten
556379-9088,Örebro Byggstatik Aktiebolag,71121,Teknisk konsultverksamhet inom bygg- och anläggningsteknik
556759-9682,TA Schakt & Maskin AB,43120,Mark- och grundarbeten
556759-9682,TA Schakt & Maskin AB,02409,Övrig service till skogsbruk
556027-6437,AKLA Aktiebolag,21200,Tillverkning av läkemedel
556027-6437,AKLA Aktiebolag,46769,Partihandel med övriga insatsvaror
556027-6437,AKLA Aktiebolag,70100,Verksamheter som utövas av huvudkontor
556550-9360,Turebergs i Karlskoga AB,52290,Övriga stödtjänster till transport
556639-9704,TVT Motion AB,46620,Partihandel med verktygsmaskiner
556210-6574,Pappman AB,17129,Övrig tillverkning av papper och papp
556210-6574,Pappman AB,46769,Partihandel med övriga insatsvaror
556959-7619,TMG I ÖREBRO AB,49410,"Vägtransport, godstrafik"
559162-7806,LindHill AB,45110,Handel med personbilar och lätta motorfordon
559162-7806,LindHill AB,77390,Uthyrning och leasing av övrig utrustning och övriga maskiner och materiella tillgångar
559440-4443,Degerfors Elnät AB,35130,Distribution av elektricitet
556352-4361,Tourist Trap Aktiebolag,90030,Litterärt och konstnärligt skapande
556352-4361,Tourist Trap Aktiebolag,90010,Artistisk verksamhet
556352-4361,Tourist Trap Aktiebolag,90020,Stödtjänster till artistisk verksamhet
556384-7812,Örebro City Golf AB,93112,Drift av golfbanor
556384-7812,Örebro City Golf AB,93199,Övrig sportverksamhet
559337-0611,Lanna Bistro AB,56100,Restaurangverksamhet
559365-9773,Heedex AB,45110,Handel med personbilar och lätta motorfordon
556057-1332,Lyft & Kran i Karlskoga AB,52249,Övrig godshantering
556057-1332,Lyft & Kran i Karlskoga AB,70100,Verksamheter som utövas av huvudkontor
556337-3801,Mega Huset Aktiebolag,47711,"Specialiserad butikshandel med herr-, dam- och barnkläder, blandat"
556577-5755,Exact Rental AB,77390,Uthyrning och leasing av övrig utrustning och övriga maskiner och materiella tillgångar
559190-8685,Apoteksgruppen i Örebro Nr 4 AB,47730,Apotekshandel
559160-2890,Refurbly AB,47914,Postorderhandel och detaljhandel på Internet med datorer och annan elektronisk utrustning
559160-2890,Refurbly AB,95120,Reparation av kommunikationsutrustning
559229-6411,Närkesberg Eko AB,01472,"Uppfödning av fjäderfä, ej äggproduktion"
556875-3114,Hallsbergs bostads AB,68201,Uthyrning och förvaltning av egna eller arrenderade bostäder
556991-0036,Ute mark & miljö i Örebro AB,81300,Skötsel och underhåll av grönytor
556312-6696,Bilhuset i Örebro AB,45110,Handel med personbilar och lätta motorfordon
559063-1825,Ebrix AB,47911,Postorderhandel och detaljhandel på Internet med brett sortiment
559063-1825,Ebrix AB,47650,Specialiserad butikshandel med spel och leksaker
