name,profile_url,emails,org_number,revenue,legal_name,registration_date,company_type,employees,address,postal_address,city,share_capital,sni_codes,business_purpose,ceo,phone,website
Rumbla AB,https://www.allabolag.se/foretag/rumbla-ab/%C3%B6rebro/-/5592787807,"['kontakt@rumbla.se', '50kontakt@rumbla.se']",559278-7807,3201,Rumbla AB,2020-10-26,Aktiebolag,1,,"Sturegatan 12, 702 14 Örebro",Örebro,52Tkr,"['77330 Uthyrning och leasing av kontorsmaskiner, kontorsutrustning och datorer']",Föremålet för bolagets verksamhet är att bedriva konsultverksamhet inom inredning och därmed förenlig verksamhet.,Anders Magnus Engström,,https://rumbla.se/
IH Svets i Ställdalen Aktiebolag,https://www.allabolag.se/foretag/ih-svets-i-st%C3%A4lldalen-aktiebolag/st%C3%A4lldalen/-/5565099321,['info@ihsvets.se'],556509-9321,3200,IH Svets i Ställdalen Aktiebolag,1995-04-01,Aktiebolag,2,"Björkvägen 48, 714 72 Ställdalen","Björkvägen 48, 714 72 Ställdalen",Ställdalen,100Tkr,['25530 Metallegoarbeten'],Bolaget skall bedriva mekanisk verkstadsrörelse.,,,https://www.ihsvets.se/
Tottas Fritid AB,https://www.allabolag.se/foretag/tottas-fritid-ab/%C3%B6rebro/-/5565855516,['tottas40@hotmail.com'],556585-5516,3197,Tottas Fritid AB,2000-02-29,Aktiebolag,2,"Hjälmarvägen 26, 702 83 Örebro","Hjälmarvägen 26, 702 83 Örebro",Örebro,100Tkr,['47632 Detaljhandel med cyklar'],"Bolaget skall bedriva handel med cyklar, cykeltillbehör och övriga fritidsprodukter samt därmed förenlig verksamhet.",,019-32 21 79,https://www.tottas.se/
Driftex sverige AB,https://www.allabolag.se/foretag/driftex-sverige-ab/%C3%B6rebro/-/5591205579,[],559120-5579,3197,Driftex sverige AB,2017-07-27,Aktiebolag,2,"Östra Bangatan 42 b, 703 39 Örebro","Östra Bangatan 42 b, 703 39 Örebro",Örebro,50Tkr,"['77390 Uthyrning och leasing av diverse övrig utrustning samt diverse övriga maskiner och materiella tillgångar', '81100 Fastighetsrelaterad stödverksamhet']",Injustering och driftoptimering av värmesystem. Rensning och injustering av ventilation samt ovk-besiktningar. VVS verksamhet.,,,https://orebrofakturor.jon.se/suppliers/01b3fd6d-2be0-4a34-80b1-9c04efe4a386/2021
Per och Jannes Industrifastigheter AB,https://www.allabolag.se/foretag/per-och-jannes-industrifastigheter-ab/karlskoga/-/5567455398,"['jan.persson@pjfastigheter.se', 'per.klubb@pjfastigheter.se', 'karlskogainfo@pjfastigheter.se']",556745-5398,3196,Per och Jannes Industrifastigheter AB,2007-12-05,Aktiebolag,1,"Betongvägen 3 a, 691 42 Karlskoga","Betongvägen 3 a, 691 42 Karlskoga",Karlskoga,100Tkr,"['68202 Uthyrning och förvaltning av egna eller arrenderade industrilokaler', '68209 Övrig förvaltning av egna eller arrenderade fastigheter']",Bolaget skall äga och förvalta fast egendom och värdepapper och därmed förenlig verksamhet,,,https://pjfastigheter.se/
Mpart Sport AB,https://www.allabolag.se/foretag/mpart-sport-ab/vintrosa/-/5591421689,[],559142-1689,3194,Mpart Sport AB,2017-12-22,Aktiebolag,1,"Västra Granhammar 143, 719 91 Vintrosa","Västra Granhammar 143, 719 91 Vintrosa",Vintrosa,50Tkr,"['93199 Annan sportverksamhet', '47123 Detaljhandel via internet eller postorder med brett sortiment', '29320 Tillverkning av andra delar och tillbehör till motorfordon', '43120 Mark- och grundarbeten']",Bolagets verksamhet är att tillhandahålla tjänster och produkter inom motorsportbranchen och därmed förenlig verksamhet.,,,https://www.118100.se/foretag/mpart-sport-ab/
Atlantic Food & Beverage Town Store AB,https://www.allabolag.se/foretag/atlantic-food-beverage-town-store-ab/%C3%B6rebro/-/5591686539,[],559168-6539,3192,Atlantic Food & Beverage Town Store AB,2018-08-22,Aktiebolag,0,,"Isgatan 3, 702 23 Örebro",Örebro,50Tkr,['56110 Restaurangverksamhet'],Bolaget skall driva restaurang och caféverksamhet och därmed förenlig verksamhet.,,,http://www.diva-portal.org/smash/get/diva2:278215/FULLTEXT01.pdf
Runtomkring AB,https://www.allabolag.se/foretag/runtomkring-ab/%C3%B6rebro/-/5592983737,[],559298-3737,3190,Runtomkring AB,2021-01-26,Aktiebolag,4,Örebro,"Box 1408, 701 14 Örebro",Örebro,25Tkr,"['56110 Restaurangverksamhet', '55103 Hotellverksamhet utan restaurangrörelse', '68203 Uthyrning och förvaltning av egna eller arrenderade, andra lokaler']",Bolaget ska äga och förvalta fastigheter samt därmed förenlig verksamhet.,,,https://burlov.se/byggabomiljo/burlovbygger/rusthallaregardensforskola.4.7ad0ebe517c598600a85c88f.html
Jegust Entreprenad AB,https://www.allabolag.se/foretag/jegust-entreprenad-ab/askersund/-/5593323800,[],559332-3800,3190,Jegust Entreprenad AB,2021-08-30,Aktiebolag,2,"Storgatan 18, 696 30 Askersund","c/o Lekextra Askersund, Storgatan 18, 696 30 Askersund",Askersund,25Tkr,"['47641 Detaljhandel med spel och leksaker, utom via internet eller postorder']","Uthyrning av personal, till en början mig själv. Försäljning av varor, egen tillverkade, gårdshandel av egen tillverkade livsmedel.",Daniela Birgitta Jegust,,https://krafman.se/david-werner-jegust/19641028xxxx/dkbbnows/engagemang
Creating Value i Örebro AB,https://www.allabolag.se/foretag/creating-value-i-%C3%B6rebro-ab/%C3%B6rebro/-/5591526339,['therese@creatingvalue.se'],559152-6339,3190,Creating Value i Örebro AB,2018-03-15,Aktiebolag,2,"Generalsgatan 8, 703 69 Örebro","Generalsgatan 8, 703 69 Örebro",Örebro,50Tkr,"['70200 Konsultverksamhet avseende företags organisation', '64994 Förvaltning av och handel med värdepapper, för en begränsad och sluten krets av ägare']","Bolaget ska bedriva konsultverksamhet inom projektledning, verksamhetsutveckling, ledarskap och utbildning. Bolaget ska också bedriva handel med värdepapper.",,,https://creatingvalue.se/
Örjan Fastigheter 3 AB,https://www.allabolag.se/foretag/%C3%B6rjan-fastigheter-3-ab/%C3%B6rebro/-/5593939118,[],559393-9118,3189,Örjan Fastigheter 3 AB,2022-08-25,Aktiebolag,0,"Vasagatan 15, 702 10 Örebro","c/o Vaza Konditori, Vasagatan 15, 702 10 Örebro",Örebro,25Tkr,['68201 Uthyrning och förvaltning av egna eller arrenderade bostäder'],Bolaget ska förvalta fastigheter.,,,
J.Gustafsson Lantbruk och Entreprenad AB,https://www.allabolag.se/foretag/j.gustafsson-lantbruk-och-entreprenad-ab/karlskoga/-/5594654393,['info@ecskog.se'],559465-4393,3188,J.Gustafsson Lantbruk och Entreprenad AB,2023-12-27,Aktiebolag,1,"Källmo 674, 691 91 Karlskoga","c/o Johan Gustavsson, Källmo 674, 691 91 Karlskoga",Karlskoga,25Tkr,"['01500 Blandat jordbruk', '02102 Skogsskötsel', '43120 Mark- och grundarbeten']","Bolaget skall bedriva jordbruk med inriktning av djurproduktion, försäljning av olika skogsprodukter och tjänster, entreprenad verksamhet inom jord -och skogsbruk, utföra tjänster inom mark- och vägarbeten, bedriva handel med värdepapper, äga och förvalta fast och lös egendom samt därmed förenlig verksamhet.",Alf Johan Erik Gustavsson,,https://ecskog.se/certifierade-foretag
2nd Hand 4 You Örebro AB,https://www.allabolag.se/foretag/2nd-hand-4-you-%C3%B6rebro-ab/%C3%B6rebro/-/5593464273,['info@2ndhand4you.se'],559346-4273,3187,2nd Hand 4 You Örebro AB,2021-11-16,Aktiebolag,3,"Vaktelvägen 2, 703 48 Örebro","c/o Madeleine Ingram Klippel, Vaktelvägen 2, 703 48 Örebro",Örebro,25Tkr,['47792 Detaljhandel med övriga begagnade varor'],"Second hand och loppis med försljning av kläder, skor, husgeråd, inredning, sportartiklar, leksaker, böcker, textilier och tavlor.",,,http://2ndhand4you.se/
Regenergy Frövi Aktiebolag,https://www.allabolag.se/foretag/regenergy-fr%C3%B6vi-aktiebolag/fr%C3%B6vi/-/5592512031,[],559251-2031,3185,Regenergy Frövi Aktiebolag,2020-04-06,Publikt aktiebolag,0,"Tjärdalsvägen 6, 718 91 Frövi","c/o Frövi Greenery AB, Tjärdalsvägen 6, 718 91 Frövi",Frövi,500Tkr,"['03220 Vattenbruk i sötvatten', '01134 Odling av grönsaker (köksväxter) i växthus', '35300 Försörjning av värme och kyla']",Lokal regenerativ odlingsinfrastruktur med utvinning av restströmmar som spillvärme och koldioxid mm.,Ingrid Elisabeth Palm Schuster,,https://www.pe.se/projekt/regenergy-frovi/
Arne S Anderson Verktygs AB,https://www.allabolag.se/foretag/arne-s-anderson-verktygs-ab/fr%C3%B6vi/-/5562959154,[],556295-9154,3183,Arne S Anderson Verktygs AB,1987-04-08,Aktiebolag,4,"Stenfallsg 3, 718 32 Frövi","Stenfallsgatan 3, 718 30 Frövi",Frövi,100Tkr,['25630 Tillverkning av verktyg och redskap'],"Bolaget ska tillverka och försälja skärande verktyg, ävensom idka därmed förenlig verksamhet.",Robert Andreas Andersson,0581-303 98,https://arnesanderson.se/
Velta Food & Wine AB,https://www.allabolag.se/foretag/velta-food-wine-ab/%C3%B6rebro/-/5594172750,"['jessica@handelskammarenmalardalen.se', 'mikael@handelskammarenmalardalen.se', 'kerstin@handelskammarenmalardalen.se', 'magnus@handelskammarenmalardalen.se', 'marcus@handelskammarenmalardalen.se', 'edith@handelskammarenmalardalen.se', 'jesper@handelskammarenmalardalen.se', 'sandra@handelskammarenmalardalen.se', 'elise@handelskammarenmalardalen.se', 'paula@handelskammarenmalardalen.se', 'pauline@handelskammarenmalardalen.se', 'info@handelskammarenmalardalen.se', 'anneke@handelskammarenmalardalen.se', 'emma@handelskammarenmalardalen.se', 'jasmine@handelskammarenmalardalen.se', 'lars@handelskammarenmalardalen.se', 'oskar@handelskammarenmalardalen.se', 'henric@handelskammarenmalardalen.se', 'helene@handelskammarenmalardalen.se']",559417-2750,3180,Velta Food & Wine AB,2023-01-10,Aktiebolag,2,"Edtorpsvägen 18, 702 37 Örebro","c/o ANDREAS VELTA, Edtorpsvägen 18, 702 37 Örebro",Örebro,25Tkr,['56110 Restaurangverksamhet'],Bolaget ska bedriva catering och restaurangverksamhet och därmed förenliga verksamheter. Bolaget ska även bedriva konsultverksamhet inom restaurang och event. Bolaget skall också hyra ut personal till andra restauranger samt till event. Bolaget kommer också bedriva utbildningar för personal.,Lars Roland Andreas Velta,,https://handelskammarenmalardalen.se/storanaringslivsdagen/storanaringslivsdageno/sndo-deltagare/
Aktiebolaget Örebro Sandblästring,https://www.allabolag.se/foretag/aktiebolaget-%C3%B6rebro-sandbl%C3%A4string/kumla/-/5561403915,['info@orebrosandblastring.se'],556140-3915,3177,Aktiebolaget Örebro Sandblästring,1970-10-26,Aktiebolag,2,"Mexivägen 5, 692 75 Kumla","Mexivägen 5, 692 75 Kumla",Kumla,100Tkr,['25510 Beläggning och överdragning av metall'],Bolagets verksamhet är att bedriva sandblästrings- och målningsarbeten och därmed förenlig verksamhet.,,019-22 54 46,https://orebrosandblastring.se/
EquiKraft AB,https://www.allabolag.se/foretag/equikraft-ab/lindesberg/-/5592452188,['info@equikraft.se'],559245-2188,3176,EquiKraft AB,2020-02-28,Aktiebolag,2,"Aspa 166, 711 93 Lindesberg","Aspa 166, 711 93 Lindesberg",Lindesberg,25Tkr,"['01620 Stödverksamhet avseende husdjursskötsel', '15120 Tillverkning av reseffekter, handväskor, sadel- och seldon oavsett material', '46499 Partihandel med övriga hushållsvaror', '55102 Drift av konferensanläggningar med boende', '55103 Hotellverksamhet utan restaurangrörelse']","Försäljning av häst- och ryttarutrustning. Sadlar för kvinnor och justerbara eftersom hästen utvecklar sig. Behandling och friskvård för häst. Häst, ryttare och sadelergonom. Sadelutprovning och utvärdering av häst och ryttare. Specialist på sadlar för kvinnor och sadlarna justeras eftersom hästen ändrar utvecklar sig. Stoppar om och justerar sadlarna på plats i ditt stall. Equibodyworker, rehabilitering av hästar i träning. Utbildning och föreläsning inom häst och ryttare. Forskning om anatomi, biomekanik häst. Sadelutvärdering och Sadelutprovare på alla märken av sadlar. Reser ut till kunder i hela Sverige.",,,https://equikraft.se/
Smedjan Träningscenter AB,https://www.allabolag.se/foretag/smedjan-tr%C3%A4ningscenter-ab/%C3%B6rebro/-/5590187075,[],559018-7075,3175,Smedjan Träningscenter AB,2015-06-30,Aktiebolag,1,"Skottvägen 5, 703 84 Örebro","Skottvägen 5, 703 84 Örebro",Örebro,50Tkr,['85510 Sport- och fritidsutbildning'],"Bolaget skall bedriva träningscenter med funktionell träning mot privatpersoner, företag och föreningar, Bedriva personlig träning, kostrådgivning, föreläsningar, utbildningar och event samt försäljning av produkter inom träning, hälsa, kost och livsstilsområdet samt därmed förenlig verksamhet.",Nils Jonas Mattias Lundin,,https://crossfitsmedjan.se/
Cabinova Plastics AB,https://www.allabolag.se/foretag/cabinova-plastics-ab/kopparberg/-/5562834845,"['kristoffer.berg@cabinova.se', 'kalle.soderlund@cabinova.se', 'cg.ardesjo@cabinova.se', 'malin@cabinova.se', 'marcus.with@cabinova.se']",556283-4845,3175,Cabinova Plastics AB,1986-09-17,Aktiebolag,2,"Verkstadsvägen 65, 714 30 Kopparberg","Verkstadsvägen 65, 714 30 Kopparberg",Kopparberg,100Tkr,"['25630 Tillverkning av verktyg och redskap', '28960 Tillverkning av maskiner för gummi och plast']","Bolaget skall utveckla, tillverka och försälja formsprutade plastprodukter till tillverkningsindustrin, montera komponenter inom hemelektronik, utveckla verktyg för formsprutor, samt därmed förenlig verksamhet.",Lennart Karl-Henrik Söderlund,,https://cabinova.se/
Sydnärkes Bilservice AB,https://www.allabolag.se/foretag/sydn%C3%A4rkes-bilservice-ab/hallsberg/-/5591396113,"['83info@nerikeatervinning.se', 'arvidssontransportledaremadelene@nerikeatervinning.se', 'gareper@adriansson.net', 'info@nerikeatervinning.se', 'rkaren@nerikeatervinning.se']",559139-6113,3174,Sydnärkes Bilservice AB,2017-12-14,Aktiebolag,0,"Industrigatan 9, 694 32 Hallsberg","Industrigatan 9, 694 32 Hallsberg",Hallsberg,50Tkr,"['95311 Allmän service och reparation av motorfordon utom motorcyklar', '47820 Detaljhandel med reservdelar och tillbehör till motorfordon']","Verkstad,'service/reparationer utav fordon",,,https://www.nerikeatervinning.se/
Dns Livs AB,https://www.allabolag.se/foretag/dns-livs-ab/%C3%B6rebro/-/5592841349,[],559284-1349,3174,Dns Livs AB,2020-11-19,Aktiebolag,2,"Fabriksgatan 27, 702 23 Örebro","Fabriksgatan 27, 702 23 Örebro",Örebro,25Tkr,"['47112 Livsmedelshandel med brett sortiment, ej varuhus eller stormarknad']","Försäljning av livsmedel, tobak och tidningar.",,,https://feministbiblioteket.se/liv-stromquist-har-fatt-dns-litteraturpris/
Mellansjö Bygg AB,https://www.allabolag.se/foretag/mellansj%C3%B6-bygg-ab/lax%C3%A5/-/5568384019,[],556838-4019,3168,Mellansjö Bygg AB,2011-01-13,Aktiebolag,2,"Mellansjö 1, 695 92 Laxå","Mellansjö 1, 695 92 Laxå",Laxå,50Tkr,"['16231 Tillverkning av monteringsfärdiga trähus', '78201 Personaluthyrning', '94990 Verksamhet i diverse övriga intresseorganisationer']","Föremålet för bolagets verksamhet är tillverkning av monteringsfärdiga trähus, partihandel med virke och andra byggmaterial, uthyrning av maskiner och personal inom byggbranschen, handel med fastigheter, handel med värdepapper och därmed förenlig verksam= het.",,,
Magnussons och Petterssons Brunnsborrningsfirma Aktiebolag,https://www.allabolag.se/foretag/magnussons-och-petterssons-brunnsborrningsfirma-aktiebolag/lindesberg/-/5561756858,"['info@mpbrunnsborrning.se', 'daniel@mpbrunnsborrning.se']",556175-6858,3166,Magnussons och Petterssons Brunnsborrningsfirma Aktiebolag,1973-01-01,Aktiebolag,0,"Stadsskogsvägen 3, 711 34 Lindesberg","Stadsskogsvägen 3, 711 34 Lindesberg",Lindesberg,108Tkr,"['42210 Allmännyttiga anläggningsarbeten för värme, vatten och avlopp']","Bolagets verksamhet ska vara att bedriva brunnsborrning, försälja och utföra installationer av brunnsutrustning, uthyrning av inventarier och lokaler och därmed förenlig verksamhet samt handel med värdepapper.",Lars Daniel Magnusson,,https://www.mpbrunnsborrning.se/
Sundhs Golv Aktiebolag,https://www.allabolag.se/foretag/sundhs-golv-aktiebolag/stora-mell%C3%B6sa/-/5568725930,"['info@sundhsgolv.se', 'info@gvk.se']",556872-5930,3163,Sundhs Golv Aktiebolag,2011-11-21,Aktiebolag,2,"Väktarvägen 3, 715 72 Stora Mellösa","Väktarvägen 3, 715 72 Stora Mellösa",Stora Mellösa,50Tkr,"['43330 Golv- och väggbeläggningsarbeten', '46831 Partihandel med virke och andra byggmaterial']","Bolaget skall utföra golvläggning, försäljning, service och installationer inom golvbranschen samt äga och förvalta värdepapper samt annan därmed förenlig verksamhet.",,072-545 10 10,https://www.gvk.se/foretag/stora-mellosa/sundhs-golv-ab/
Agrobona Aktiebolag,https://www.allabolag.se/foretag/agrobona-aktiebolag/%C3%B6rebro/-/5562215748,[],556221-5748,3163,Agrobona Aktiebolag,1982-10-15,Aktiebolag,1,"Södra Bro 215, 705 94 Örebro","Södra Bro 215, 705 94 Örebro",Örebro,100Tkr,"['01110 Odling av spannmål (utom ris), baljväxter och oljeväxter']","Bolaget skall bedriva verksamhet avseende jordbruk och skogsbruk, ävensom idka därmed förenlig verksamhet.",,,
Yilmaz Restaurang AB,https://www.allabolag.se/foretag/yilmaz-restaurang-ab/%C3%B6rebro/-/5592972383,[],559297-2383,3162,Yilmaz Restaurang AB,2021-01-18,Aktiebolag,3,"Tornfalkgatan 110, 703 49 Örebro","c/o Salih Yilmaz, Tornfalkgatan 110, 703 49 Örebro",Örebro,50Tkr,['56110 Restaurangverksamhet'],"Bolaget ska bedriva pizzeria, gatukök och restaurang och liknande verksamhet.",,,https://bulletin.nu/efter-hoten-fran-kriminella-nu-har-krogaren-yilmaz-fatt-nog-ar-vi-fler-sa-gar-det
Chia's Barbershop AB,https://www.allabolag.se/foretag/chias-barbershop-ab/%C3%B6rebro/-/5591543250,[],559154-3250,3162,Chia's Barbershop AB,2018-04-03,Aktiebolag,4,"Storgatan 11, 703 61 Örebro","Storgatan 11, 703 61 Örebro",Örebro,50Tkr,['96210 Frisörer och barberare'],Bolaget skall bedriva frisör och hårvårdsverksamhet och därmed förenlig verksamhet.,,,https://www.chiasbarbershop.se/
Kivelö Geoteknik AB,https://www.allabolag.se/foretag/kivel%C3%B6-geoteknik-ab/%C3%B6rebro/-/5566504188,['matti@kivelogeo.se'],556650-4188,3160,Kivelö Geoteknik AB,2003-10-10,Aktiebolag,2,"Ribbingsgatan 11, 703 63 Örebro","c/o VAP VA-Projekt AB, Ribbingsgatan 11, 703 63 Örebro",Örebro,100Tkr,['71129 Övrig teknisk konsultverksamhet'],"Bolaget ska bedriva konstruktionsberäkningar, konsultationer inom geoteknik och förvaltning av värdepapper samt därmed förenlig verksamhet.",,070-310 57 77,https://kivelogeoteknik.se/
Volant AB,https://www.allabolag.se/foretag/volant-ab/%C3%B6rebro/-/5591524433,"['lina.alexis@volant.se', 'pernilla.kaberg@volant.se']",559152-4433,3158,Volant AB,2018-03-14,Aktiebolag,0,"Älvtomtagatan 12, 703 42 Örebro","Älvtomtagatan 12, 703 42 Örebro",Örebro,25Tkr,['69201 Redovisning och bokföring; skatterådgivning'],"Bolaget ska bedriva konsultverksamhet inom ekonomi såsom bokföring, lön, bokslut, årsredovisning, deklarationer, rådgivning och därmed förenlig verksamhet. Bolaget ska även äga och förvalta aktier och andra värdepapper.",,,https://www.volant.se/
TE-AM AB,https://www.allabolag.se/foretag/te-am-ab/svart%C3%A5/-/5567596274,[],556759-6274,3158,TE-AM AB,2008-06-11,Aktiebolag,0,"Svartå 171, 693 93 Svartå","c/o Svartå Herrgård, Svartå 171, 693 93 Svartå",Svartå,100Tkr,['70200 Konsultverksamhet avseende företags organisation'],Bolaget skall bedriva individuell coachning och rådgivning samt produktion av litterärt material inom individuell coachning och rådgivning jämte därmed förenlig verksamhet.,Majken Christina Eriksson Erikson,08-506 123 35,
Bångbro Åkeri AB,https://www.allabolag.se/foretag/b%C3%A5ngbro-%C3%A5keri-ab/kopparberg/-/5568072283,[],556807-2283,3157,Bångbro Åkeri AB,2010-05-03,Aktiebolag,2,"Spelmansvägen 2, 714 31 Kopparberg","Spelmansvägen 2, 714 31 Kopparberg",Kopparberg,50Tkr,"['49410 Vägtransport, godstrafik', '43120 Mark- och grundarbeten']","Föremålet för bolagets verksamhet är åkerirörelse, entreprenad- maskiner och därmed förenlig verksamhet.",,,http://www.bangbro.eu/
Lindesbergs Fastigheter Företagslokaler AB,https://www.allabolag.se/foretag/lindesbergs-fastigheter-f%C3%B6retagslokaler-ab/lindesberg/-/5591306146,['sweden+46581490450info@lindesbergsfastigheter.se'],559130-6146,3153,Lindesbergs Fastigheter Företagslokaler AB,2017-10-25,Aktiebolag,0,"Stafettgatan 36, 711 34 Lindesberg","Stafettgatan 36, 711 34 Lindesberg",Lindesberg,50Tkr,"['68202 Uthyrning och förvaltning av egna eller arrenderade industrilokaler', '52219 Övrig stödverksamhet avseende landtransport', '68203 Uthyrning och förvaltning av egna eller arrenderade, andra lokaler']","Bolaget ska äga och förvalta fastigheter. Uthyrning av lokaler, förråd, mark och parkeringar och därmed förenlig verksamhet.",,,https://lindesbergsfastigheter.se/
Xponera Media & Event Sverige AB,https://www.allabolag.se/foretag/xponera-media-event-sverige-ab/%C3%B6rebro/-/5569245748,"['claes.jarvby@xponera.se', 'lars.edvardsson@xponera.se']",556924-5748,3152,Xponera Media & Event Sverige AB,2013-02-28,Aktiebolag,1,"Lakevägen 6, 705 10 Örebro","Lakevägen 6, 705 10 Örebro",Örebro,50Tkr,"['73120 Mediebyråverksamhet och annonsförsäljning', '93199 Annan sportverksamhet']",Föremål för bolagets verksamhet är att bedriva försäljning och förmedling av reklamplats och media samt event och kundarrangemang och därmed förenlig verksamhet.,Lars Christer Edvardsson,070-522 33 01,https://www.xponera.se/
Granata Group AB,https://www.allabolag.se/foretag/granata-group-ab/%C3%B6rebro/-/5591812515,[],559181-2515,3152,Granata Group AB,2018-11-22,Aktiebolag,3,"Näbbtorgsgatan 3, 702 23 Örebro","Näbbtorgsgatan 3, 702 23 Örebro",Örebro,50Tkr,['56110 Restaurangverksamhet'],Bolaget ska bedriva restaurangverksamhet samt därmed förenlig verksamhet.,,,https://eba.se/wp-content/uploads/2024/10/External-support-to-constitution-building-processes-2024-06.pdf
Rutoro Fastigheter AB,https://www.allabolag.se/foretag/rutoro-fastigheter-ab/%C3%B6rebro/-/5561939637,[],556193-9637,3151,Rutoro Fastigheter AB,1976-01-01,Aktiebolag,0,Örebro,"Box 22109, 702 04 Örebro",Örebro,1 000Tkr,"['68203 Uthyrning och förvaltning av egna eller arrenderade, andra lokaler', '68202 Uthyrning och förvaltning av egna eller arrenderade industrilokaler']","Bolaget skall bedriva försäljning av nya och begagnade bilar, förvaltning av fastigheter, ävensom idka därmed förenlig verksamhet.",Tore Karl Olov Halvdansson,019-27 49 50,https://www.nkp.se/2023/01/27/lista-de-har-kopt-och-salt-hus-6f7d7/
Pilängen Fastigheter AB,https://www.allabolag.se/foretag/pil%C3%A4ngen-fastigheter-ab/%C3%B6rebro/-/5566511407,[],556651-1407,3150,Pilängen Fastigheter AB,2003-11-12,Aktiebolag,0,"Idegransvägen 3, 703 53 Örebro","c/o Tomas Andersson, Idegransvägen 3, 703 53 Örebro",Örebro,100Tkr,['68202 Uthyrning och förvaltning av egna eller arrenderade industrilokaler'],"Bolaget skall bedriva fastighetsförvaltning, handel och uthyrning av maskiner, handel med värdepapper och fastigheter samt därmed förenlig verksamhet.",,019-20 74 70,https://www.stenafastigheter.se/stena-fastigheter/vara-fastigheter/pilangen-1/
Stubbens Redovisning & Transport AB,https://www.allabolag.se/foretag/stubbens-redovisning-transport-ab/%C3%B6rebro/-/5590375829,[],559037-5829,3149,Stubbens Redovisning & Transport AB,2015-11-26,Aktiebolag,1,"Örnsköldsgatan 151 Lgh 1502, 703 50 Örebro","Örnsköldsgatan 151 Lgh 1502, 703 50 Örebro",Örebro,400Tkr,"['49410 Vägtransport, godstrafik']",Aktiebolaget ska bedriva åkerirörelse samt bokföringsverksamhet.,,,https://www.diva-portal.org/smash/get/diva2:636915/FULLTEXT02.pdf
Wrapster AB,https://www.allabolag.se/foretag/wrapster-ab/%C3%B6rebro/-/5593702672,['info@wrapster.se'],559370-2672,3146,Wrapster AB,2022-03-14,Aktiebolag,3,"Östra Vagngatan 8, 702 27 Örebro","Nastagatan 11 c, 702 27 Örebro",Örebro,50Tkr,['18122 Tryckning av böcker och övriga trycksaker'],"Föremålet för bolagets verksamhet är att bedriva allmän service och reparation av motorfordon, plåt-, lack- och glasreparationer på motorfordon (även rostskyddsbehandling), installationer och reparationer av elsystem till motorfordon, däckservice, parti- och provisionshandel med reservdelar och tillbehör till motorfordon, detaljhandel med reservdelar och tillbehör till motorfordon, partihandel med uttjänta fordon samt därmed förenlig verksamhet.",,,https://wrapster.se/
ILS Hiss AB,https://www.allabolag.se/foretag/ils-hiss-ab/degerfors/-/5592251275,['info@ilshiss.se'],559225-1275,3145,ILS Hiss AB,2019-11-04,Aktiebolag,1,"Kranvägen 6, 693 33 Degerfors","Kranvägen 6, 693 33 Degerfors",Degerfors,50Tkr,['43240 Andra bygginstallationer'],Tillhandahålla trapp- och plattformshissar för privata och offentliga miljöer.,Pär Elov Eriksson,,https://ilshiss.se/
RATIRL AB,https://www.allabolag.se/foretag/ratirl-ab/vretstorp/-/5592030760,[],559203-0760,3142,RATIRL AB,2019-04-18,Aktiebolag,1,"Väla Västergården 718, 694 95 Vretstorp","Väla Västergården 718, 694 95 Vretstorp",Vretstorp,50Tkr,"['63100 Datainfrastruktur, databehandling, hosting o.d.']",Streamings samt därmed förenlig verksamhet,,,https://www.flashback.org/t3361225p9
Söderlings Billack Aktiebolag,https://www.allabolag.se/foretag/s%C3%B6derlings-billack-aktiebolag/%C3%B6rebro/-/5562674027,[],556267-4027,3141,Söderlings Billack Aktiebolag,1985-11-11,Aktiebolag,3,"Södra Bro 238, 705 94 Örebro","c/o Söderlings Billack AB, Södra Bro 238, 705 94 Örebro",Örebro,100Tkr,"['95312 Plåt-, lack- och glasreparationer på motorfordon utom motorcyklar']","Föremålet för bolagets verksamhet är att bedriva billackeringsverkstad, bilplåts- och bilreparationsverkstad samt försäljning av bilar, bildelar, lantbruks- och trädgårdsmaskiner och därmed förenlig verksamhet.",,019-23 91 45,http://www.bil-lackering.eu/orebro/orebro/2
Schwerin Consulting AB,https://www.allabolag.se/foretag/schwerin-consulting-ab/stora-mell%C3%B6sa/-/5593021560,['support@boktugg.se'],559302-1560,3141,Schwerin Consulting AB,2021-02-16,Aktiebolag,2,"Nämndvägen 4, 715 72 Stora Mellösa","c/o Schwerin, Nämndvägen 4, 715 72 Stora Mellösa",Stora Mellösa,25Tkr,"['78100 Arbetsförmedling och rekrytering', '70200 Konsultverksamhet avseende företags organisation', '46499 Partihandel med övriga hushållsvaror', '46860 Partihandel med andra insatsvaror', '64994 Förvaltning av och handel med värdepapper, för en begränsad och sluten krets av ägare']","Bolaget skall tillhandahålla konsulting och rådgivning inom privata och offentliga affärsområden. Bolaget skall, direkt eller genom dotterbolag bedriva rekrytering och uthyrning av personal samt därmed förenlig verksamhet.",,,https://www.boktugg.se/forfattare/307414
