name,profile_url,emails,org_number,revenue,legal_name,registration_date,company_type,employees,address,postal_address,city,share_capital,sni_codes,business_purpose,ceo,phone,website
Joh. Friedrich Behrens Sverige AB,https://www.allabolag.se/foretag/joh.-friedrich-behrens-sverige-ab/karlskoga/-/5590708300,[],559070-8300,18590,Joh. Friedrich Behrens Sverige AB,2016-07-19,Aktiebolag,4,"Magasinsvägen 5, 691 42 Karlskoga","c/o Exacta, Magasinsvägen 5, 691 42 Karlskoga",Karlskoga,50Tkr,['46841 Partihandel med järnhandelsvaror'],Bolaget skall bedriva inköp och försäljning av fästmaterial i Sverige och utlandet samt därmed förenlig verksamhet.,Carl Johan Hane,,
Bergslagshus i Grythyttan AB,https://www.allabolag.se/foretag/bergslagshus-i-grythyttan-ab/grythyttan/-/5569674061,[],556967-4061,18567,Bergslagshus i Grythyttan AB,2014-04-03,Aktiebolag,7,"Norra Bergvägen 7, 712 60 Grythyttan","Norra Bergvägen 7, 712 60 Grythyttan",Grythyttan,50Tkr,['41000 Byggande av bostadshus och andra byggnader'],Konstruktion och produktion av hus och anläggningar,Erik Lasse Thörnblom,073-871 45 00,
Mandel Cykel & Trädgård AB,https://www.allabolag.se/foretag/mandel-cykel-tr%C3%A4dg%C3%A5rd-ab/karlskoga/-/5567917553,[],556791-7553,18543,Mandel Cykel & Trädgård AB,2009-10-28,Aktiebolag,8,"Skogsbovägen 4 a, 691 47 Karlskoga","Skogsbovägen 4 a, 691 47 Karlskoga",Karlskoga,100Tkr,"['47632 Detaljhandel med cyklar', '95290 Reparation och underhåll av övriga hushållsartiklar och varor för personligt bruk']","Bolaget ska bedriva försäljning och reparation av cyklar, trädgårdsmaskiner och tillbehör till dessa jämte därmed förenlig verksamhet.",,,
KAVS-Tak och Tätskikt AB,https://www.allabolag.se/foretag/kavs-tak-och-t%C3%A4tskikt-ab/%C3%B6rebro/-/5593006058,[],559300-6058,18536,KAVS-Tak och Tätskikt AB,2021-02-08,Aktiebolag,6,"Nytorpsvägen 16, 702 31 Örebro","c/o SEBASTIAN SANDIN, Nytorpsvägen 16, 702 31 Örebro",Örebro,25Tkr,['43412 Takarbeten av andra material än plåt'],Företaget ska utföra tak och tätskikt arbeten.,Åke Sebastian Sandin,,
Örebro Fogfria Golv AB,https://www.allabolag.se/foretag/%C3%B6rebro-fogfria-golv-ab/%C3%B6rebro/-/5565524344,[],556552-4344,18530,Örebro Fogfria Golv AB,1998-02-06,Aktiebolag,8,"Skomaskinsgatan 6, 702 27 Örebro","Skomaskinsgatan 6, 702 27 Örebro",Örebro,500Tkr,['43330 Golv- och väggbeläggningsarbeten'],Bolaget skall utföra golventreprenadarbeten samt idka därmed förenlig verksamhet.,Petter Samuel Freed,,
Mellansvenska Telemarketingtjänsten AB,https://www.allabolag.se/foretag/mellansvenska-telemarketingtj%C3%A4nsten-ab/%C3%B6rebro/-/5569612806,[],556961-2806,18500,Mellansvenska Telemarketingtjänsten AB,2014-02-06,Aktiebolag,18,"Idrottsvägen 37, 702 32 Örebro","Rosendal 25 b, 691 53 Karlskoga",Karlskoga,50Tkr,['82200 Callcenterverksamhet'],Bolaget skall bedriva callcenterverksamhet samt därmed förenlig verksamhet.,Petri Ilmari Savolainen,,
MBV Örebro AB,https://www.allabolag.se/foretag/mbv-%C3%B6rebro-ab/%C3%B6rebro/-/5568577919,[],556857-7919,18408,MBV Örebro AB,2011-06-30,Aktiebolag,8,"Filarevägen 9, 703 75 Örebro","Filarevägen 9, 703 75 Örebro",Örebro,100Tkr,"['95311 Allmän service och reparation av motorfordon utom motorcyklar', '47811 Detaljhandel med personbilar och lätta motorfordon']","Bolaget skall bedriva försäljning, reparatioaner, import, export och uthyrning av bilar samt därmed förenlig verksamhet.",,,
Helix Lokaler AB,https://www.allabolag.se/foretag/helix-lokaler-ab/%C3%B6rebro/-/5590389564,[],559038-9564,18405,Helix Lokaler AB,2015-12-04,Aktiebolag,0,"Nastagatan 22, 702 27 Örebro","Nastagatan 22, 702 27 Örebro",Örebro,1 000Tkr,"['68202 Uthyrning och förvaltning av egna eller arrenderade industrilokaler', '68203 Uthyrning och förvaltning av egna eller arrenderade, andra lokaler']",Bolaget skall äga och förvalta fast egendom samt bedriva därmed förenlig verksamhet.,Rikard Mikael Eliasson,,
Norgips Svenska AB,https://www.allabolag.se/foretag/norgips-svenska-ab/%C3%B6rebro/-/5566476684,"[""kundsupport@norgips.com"", ""kundsupport@norgips.com""]",556647-6684,18403,Norgips Svenska AB,2003-07-29,Aktiebolag,8,"Stubbengatan 2, 70344 ÖREBRO","Stubbengatan 2, 703 44 Örebro",Örebro,4 000Tkr,['46831 Partihandel med virke och andra byggmaterial'],Bolaget har till föremål för sin verksamhet att bedriva industriell verksamhet avseende produktion och försäljning av gipsplattor och förvalta fast och lös egendom samt därmed förenlig verksamhet.,Christian Skarprud Stålem,072-526 16 10,https://www.norgips.se
NeH Direkt AB,https://www.allabolag.se/foretag/neh-direkt-ab/%C3%B6rebro/-/5565372926,[],556537-2926,18403,NeH Direkt AB,1996-12-23,Aktiebolag,13,"Södra Vägen 8, 702 27 Örebro","Radiatorvägen 2, 702 27 Örebro",Örebro,100Tkr,"['47631 Detaljhandel med sport- och fritidsartiklar utom cyklar och båtar', '13990 Övrig textilietillverkning']",Bolaget skall bedriva tillverkning och handel med brodyrer samt försäljning av fritidskläder och sportartiklar samt idka därmed förenlig verksamhet.,Frank Erik Holm,019-14 60 30,
Gunnarsons Flis & Transport AB,https://www.allabolag.se/foretag/gunnarsons-flis-transport-ab/ervalla/-/5567802698,[],556780-2698,18400,Gunnarsons Flis & Transport AB,2009-04-01,Aktiebolag,4,"Ersboda 139, 718 95 Ervalla","Ersboda 139, 718 95 Ervalla",Ervalla,100Tkr,['02200 Drivning'],"Bolagets verksamhe ska vara att utföra flisning och skotning av skogsråvaror, transport av flis och skogsmaskiner, entreprenad avseende mark- och byggnadsarbeten, samt härmed förenlig verksamhet.",,070-461 18 85,
Storå Bil & Maskin Service AB,https://www.allabolag.se/foretag/stor%C3%A5-bil-maskin-service-ab/stor%C3%A5/-/5568612245,[],556861-2245,18356,Storå Bil & Maskin Service AB,2011-08-15,Aktiebolag,10,"Stråssavägen 2, 711 76 Storå","Stråssavägen 2, 711 76 Storå",Storå,51Tkr,"['33120 Reparation och underhåll av maskiner', '95311 Allmän service och reparation av motorfordon utom motorcyklar', '46720 Partihandel med reservdelar och tillbehör till motorfordon']","Bolaget skall utföra service och reparationer av bilar, lantbruks- och entreprenadmaskiner, traktorer och lantbruksredskap, handel med och försäljning av hydraulik och reservdelar samt därmed förenlig verksamhet.",,,
Rockesholm Behandling och Utbildning Aktiebolag,https://www.allabolag.se/foretag/rockesholm-behandling-och-utbildning-aktiebolag/grythyttan/-/5562978287,[],556297-8287,18346,Rockesholm Behandling och Utbildning Aktiebolag,1987-05-06,Aktiebolag,18,"Rockesholm 8, 712 95 Grythyttan","Rockesholm 8, 712 95 Grythyttan",Grythyttan,200Tkr,['87203 Boende med särskild service för vuxna med missbruksproblem'],"Bolaget skall bedriva behandling av personer med kemiskt beroende, diagnostik, utbildning och rådgivning i frågor rörande missbruk och beroende av kemiska preparat samt därmed förenlig verksamhet.",Inger Nilla Marie Helgesson,070-670 20 62,
Esswege Fastigheter AB,https://www.allabolag.se/foretag/esswege-fastigheter-ab/%C3%B6rebro/-/5567378244,[],556737-8244,18339,Esswege Fastigheter AB,2007-09-13,Aktiebolag,12,"Nygatan 40, 702 11 Örebro","c/o Kornboden Fastigheter i Örebro AB, Nygatan 40, 702 11 Örebro",Örebro,102Tkr,"['68320 Annan fastighetsförmedling och fastighetsförvaltning på uppdrag', '68203 Uthyrning och förvaltning av egna eller arrenderade, andra lokaler']","Bolaget skall äga och förvalta fastigheter, idka parkerings- verksamhet samt därmed förenlig verksamhet.",,019-670 85 00,
4225394 Centralkiosken AB,https://www.allabolag.se/foretag/4225394-centralkiosken-ab/%C3%B6rebro/-/5569336026,[],556933-6026,18300,4225394 Centralkiosken AB,2013-06-03,Aktiebolag,8,"Östra Bangatan 1, 703 39 Örebro","c/o CENTRALSTATION, Östra Bangatan 1, 703 39 Örebro",Örebro,100Tkr,"['47272 Detaljhandel med andra livsmedel utom hälsokost', '47260 Detaljhandel med tobaksvaror', '47621 Detaljhandel med tidningar', '47242 Detaljhandel med konfektyrer']",Bolaget ska driva detaljhandel främst i form av kiosk och servicebutik ävensom idka därmed förenlig verksamhet.,,,
Bråtner Gård Aktiebolag,https://www.allabolag.se/foretag/br%C3%A5tner-g%C3%A5rd-aktiebolag/%C3%A5torp/-/5564082831,[],556408-2831,18291,Bråtner Gård Aktiebolag,1990-10-24,Aktiebolag,7,"Sinnerud 175, 693 94 Åtorp","Sinnerud 175, 693 94 Åtorp",Åtorp,100Tkr,['01410 Mjölkproduktion och uppfödning av nötkreatur av mjölkras'],Bolaget skall idka jord- och skogsbruk med binäringar samt annan därmed förenlig verksamhet.,,070-440 07 16,
Castellum Fyrislund AB,https://www.allabolag.se/foretag/castellum-fyrislund-ab/%C3%B6rebro/-/5568867831,[],556886-7831,18284,Castellum Fyrislund AB,2012-03-06,Aktiebolag,0,"Rörvägen 1, 702 27 Örebro","c/o Castellum Mälardalen AB, Box 1187, 721 29 Västerås",Västerås,50Tkr,['68202 Uthyrning och förvaltning av egna eller arrenderade industrilokaler'],"Bolaget skall ha till föremål för sin verksamhet att - direkt eller indirekt genom hel- eller delägda bolag - förvärva, förvalta, utveckla och försälja fast egendom samt att bedriva annan därmed förenlig verksamhet.",Mats Åke Gunnar Eriksson,,
PO:s Akustikmontage Aktiebolag,https://www.allabolag.se/foretag/po%3As-akustikmontage-aktiebolag/hallsberg/-/5565315859,"[""ammi.persson@hallsberg.nu"", ""ammi.persson@hallsberg.nu""]",556531-5859,18274,PO:s Akustikmontage Aktiebolag,1996-05-14,Aktiebolag,5,"Hässlebergsv. 35, 694 34 Hallsberg","Hässlebergsvägen 35, 694 34 Hallsberg",Hallsberg,100Tkr,['43320 Byggnadssnickeriarbeten'],Bolagets verksamhet är försäljning och montering av innertak och därmed förenlig verksamhet.,,073-682 86 95,
Karlskoga I & M Bil AB,https://www.allabolag.se/foretag/karlskoga-i-m-bil-ab/karlskoga/-/5591368682,[],559136-8682,18258,Karlskoga I & M Bil AB,2017-12-04,Aktiebolag,2,"Skrågatan 11, 691 34 Karlskoga","Skrågatan 11, 691 34 Karlskoga",Karlskoga,50Tkr,"['47811 Detaljhandel med personbilar och lätta motorfordon', '95311 Allmän service och reparation av motorfordon utom motorcyklar']",Bolaget ska bedriva handel med begagnade bilar och tillbehör samt därmed förenlig verksamhet.,,,
Writer of the Universe AB,https://www.allabolag.se/foretag/writer-of-the-universe-ab/svart%C3%A5/-/5568328610,[],556832-8610,18256,Writer of the Universe AB,2010-12-15,Aktiebolag,3,"Svartå 171, 693 93 Svartå","c/o Svartå Herrgård, Svartå 171, 693 93 Svartå",Svartå,50Tkr,['90110 Litterärt skapande och musikkomposition'],"Aktiebolagets verksamhet ska vara att bedriva författarskap, litterärt och konstnärligt skapande samt tillhandahålla konsulttjänster inom författarverksamhet och kreativt skapande jämte därmed förenlig verksamhet. Verksamheten omfattar även bokförlag.",,,
Måleritjänst Ulf Björk AB,https://www.allabolag.se/foretag/m%C3%A5leritj%C3%A4nst-ulf-bj%C3%B6rk-ab/karlskoga/-/5562063973,[],556206-3973,18234,Måleritjänst Ulf Björk AB,1980-01-01,Aktiebolag,15,"Hangarvägen 16 b, 691 35 Karlskoga","Hangarvägen 16 b, 691 35 Karlskoga",Karlskoga,100Tkr,['43341 Måleriarbeten'],Bolaget skall bedriva verksamhet avseende måleri och redovisning ävensom idka därmed förenlig verksamhet.,,0586-315 35,
Magnusson & Pettersson Borrtjänst Aktiebolag,https://www.allabolag.se/foretag/magnusson-pettersson-borrtj%C3%A4nst-aktiebolag/lindesberg/-/5561771980,[],556177-1980,18214,Magnusson & Pettersson Borrtjänst Aktiebolag,1973-01-01,Aktiebolag,9,"Stadsskogsvägen 3, 711 34 Lindesberg","Stadsskogsvägen 3, 711 34 Lindesberg",Lindesberg,100Tkr,"['42210 Allmännyttiga anläggningsarbeten för värme, vatten och avlopp']",Bolaget skall bedriva brunnsborrning och energiborrning samt försäljning och installation av värmepumpar samt härmed jämförlig verksamhet samt handel med värdepapper.,Lars Daniel Magnusson,0581-135 25,
P.O.X Group AB,https://www.allabolag.se/foretag/p.o.x-group-ab/%C3%B6rebro/-/5569112583,[],556911-2583,18183,P.O.X Group AB,2012-11-21,Aktiebolag,9,"Johansdalsvägen 2 d, 702 31 Örebro","Johansdalsvägen 2 d, 702 31 Örebro",Örebro,50Tkr,"['43222 Ventilationsarbeten', '43320 Byggnadssnickeriarbeten', '43120 Mark- och grundarbeten']","Bolaget ska bedriva konsult- och entreprenadverksamhet inom ventilation, luftbehandling, energi- och miljöutredningar. Byggnadsarbete. Markentreprenadsarbete. Äga och förvalta fast och lös egendom, idka handel med värdepapper, även bedriva annan därmed förenlig verksamhet.",Mats Ingemar Carlsson,073-622 82 83,
Nordic Rental Machines AB,https://www.allabolag.se/foretag/nordic-rental-machines-ab/%C3%B6rebro/-/5591978043,[],559197-8043,18167,Nordic Rental Machines AB,2019-03-07,Aktiebolag,1,"Åbyvägen 1 g, 702 27 Örebro","Åbyvägen 1 g, 702 27 Örebro",Örebro,50Tkr,['77320 Uthyrning och leasing av bygg- och anläggningsmaskiner'],"Bolaget skall bedriva uthyrning av bygg- och anläggningsmaskiner samt försäljning av saluvaror, maskiner, tillbehör och utrustning kopplade till bygg- och anläggningssektorn. Försäljning och uthyrning av fordon och annan därmed förenlig verksamhet.",,,
Mälardalens Portar AB,https://www.allabolag.se/foretag/m%C3%A4lardalens-portar-ab/%C3%B6rebro/-/5566366612,[],556636-6612,18167,Mälardalens Portar AB,2003-02-20,Aktiebolag,7,"Radiatorvägen 1 Bv, 702 27 Örebro","Radiatorvägen 1 Bv, 702 27 Örebro",Örebro,100Tkr,"['43240 Andra bygginstallationer', '46831 Partihandel med virke och andra byggmaterial']","Bolaget ska utföra försäljning, installation och service och besiktning av garageportar, utföra snickeriarbeten inom byggnadsbranschen, äga och förvalta värdepapper samt idka därmed förenlig verksamhet.",,,
Frökontrollen Mellansverige Aktiebolag,https://www.allabolag.se/foretag/fr%C3%B6kontrollen-mellansverige-aktiebolag/%C3%B6rebro/-/5564883048,[],556488-3048,18146,Frökontrollen Mellansverige Aktiebolag,1994-05-27,Aktiebolag,15,"Gamla Vägen 5 g, 702 27 Örebro","Box 22014, 702 02 Örebro",Örebro,100Tkr,['01610 Stödverksamhet avseende växtodling'],"Bolaget skall bedriva frökontrollverksamhet och analysering av växtodlingsprodukter, vatten, jord och avfallsprodukter samt förvaltning av värdepapper ävensom idka därmed förenlig verksamhet.",Jesper William Broberg,019-603 27 30,
Europabilar i Örebro AB,https://www.allabolag.se/foretag/europabilar-i-%C3%B6rebro-ab/%C3%B6rebro/-/5590983176,[],559098-3176,18135,Europabilar i Örebro AB,2017-01-24,Aktiebolag,0,"Getingvägen 3, 702 30 Örebro","Getingvägen 3, 702 30 Örebro",Örebro,50Tkr,['47811 Detaljhandel med personbilar och lätta motorfordon'],"Föremålet för bolagets verksamhet är att bedriva handel med bilar, motorcyklar och andra fordon, bilservice, förmedling av fordon och konsultationer inom bilförsäljningsbranschen, detaljhandel med livsmedel och dagligvaror samt därmed förenlig verksamhet.",,,
Ekbergs Låsservice Eftr. Aktiebolag,https://www.allabolag.se/foretag/ekbergs-l%C3%A5sservice-eftr.-aktiebolag/karlskoga/-/5565435483,[],556543-5483,18109,Ekbergs Låsservice Eftr. Aktiebolag,1997-06-27,Aktiebolag,10,"Bergsmansgatan 19, 691 31 Karlskoga","Box 257, 691 25 Karlskoga",Karlskoga,100Tkr,['43240 Andra bygginstallationer'],"Bolaget skall bedriva aktieförvaltning samt tillverkning, försäljning och montering av lås och nycklar samt försäljning och montering av larmsystem och därmed förenlig verksamhet.",,0586-303 20,
Castellum Kvarteret Korsningen AB,https://www.allabolag.se/foretag/castellum-kvarteret-korsningen-ab/%C3%B6rebro/-/5591574602,[],559157-4602,18100,Castellum Kvarteret Korsningen AB,2018-04-26,Aktiebolag,0,Örebro,"c/o Castellum Mitt AB, Box 1824, 701 18 Örebro",Örebro,50Tkr,"['68203 Uthyrning och förvaltning av egna eller arrenderade, andra lokaler']","Bolaget ska ha till föremål för sin verksamhet att - direkt eller indirekt genom hel- eller delägda bolag - förvärva, förvalta och utveckla fast egendom samt att bedriva annan därmed förenlig verksamhet.",Per Göran Gavelin,,
Bimo Butiksinredningar Produktion AB,https://www.allabolag.se/foretag/bimo-butiksinredningar-produktion-ab/kumla/-/5591121404,[],559112-1404,18096,Bimo Butiksinredningar Produktion AB,2017-05-15,Aktiebolag,15,"Östra Åby 429, 692 93 Kumla","Östra Åby 429, 692 93 Kumla",Kumla,50Tkr,['31002 Tillverkning av kontors- och butiksinredningar'],Bolaget skall tillverka och försälja inredningar för detaljhandeln och därmed förenlig verksamhet.,Birgitta Margareta Johansson,,
Peter Berlins Bygg Aktiebolag,https://www.allabolag.se/foretag/peter-berlins-bygg-aktiebolag/lax%C3%A5/-/5562866441,[],556286-6441,18083,Peter Berlins Bygg Aktiebolag,1986-11-26,Aktiebolag,5,"Industrivägen 7, 695 30 Laxå","Industrivägen 7, 695 30 Laxå",Laxå,100Tkr,['41000 Byggande av bostadshus och andra byggnader'],"Bolaget skall bedriva byggnads- och entreprenadverksamhet, fastighetsförvaltning och därmed förenlig verksamhet.",,,
Träffen Mullhyttan AB,https://www.allabolag.se/foretag/tr%C3%A4ffen-mullhyttan-ab/mullhyttan/-/5566490883,[],556649-0883,18075,Träffen Mullhyttan AB,2003-09-24,Aktiebolag,5,"Mullhytte Letstig 17, 716 94 Mullhyttan","Mullhytte Letstig 17, 716 94 Mullhyttan",Mullhyttan,100Tkr,"['47112 Livsmedelshandel med brett sortiment, ej varuhus eller stormarknad']","Bolaget ska bedriva detaljhandel med livsmedel och hushållsvaror, fastighetsförvaltning samt därmed förenlig verksamhet.",,,
Holmquist Optik Örebro Syd AB,https://www.allabolag.se/foretag/holmquist-optik-%C3%B6rebro-syd-ab/%C3%B6rebro/-/5569431025,[],556943-1025,18070,Holmquist Optik Örebro Syd AB,2013-09-19,Aktiebolag,4,"Säljarevägen 1, 702 36 Örebro","Kungsgatan 5, 702 11 Örebro",Örebro,50Tkr,['47742 Detaljhandel med glasögon och andra optiska artiklar utom fotoutrustning'],Bolaget ska bedriva optikerrörelse samt därmed förenlig verksamhet.,Lars Magnus Holmquist,019-22 35 50,
Källs i Åkersta AB,https://www.allabolag.se/foretag/k%C3%A4lls-i-%C3%A5kersta-ab/ervalla/-/5591835557,[],559183-5557,18036,Källs i Åkersta AB,2018-12-05,Aktiebolag,7,"Torpa 524, 718 94 Ervalla","Torpa 524, 718 94 Ervalla",Ervalla,50Tkr,"['01410 Mjölkproduktion och uppfödning av nötkreatur av mjölkras', '43120 Mark- och grundarbeten', '49410 Vägtransport, godstrafik']","Att bedriva markentreprenader, uthyrning av entreprenadmaskiner med eller utan förare, transport, bygg och lantbruk.",,,
Albins Maskinservice AB,https://www.allabolag.se/foretag/albins-maskinservice-ab/lax%C3%A5/-/5565024527,[],556502-4527,18031,Albins Maskinservice AB,1995-01-03,Aktiebolag,7,"Stavåna, 695 91 Laxå","Stavåna, 695 91 Laxå",Laxå,100Tkr,"['43991 Uthyrning av bygg- och anläggningsmaskiner med förare', '28920 Tillverkning av gruv-, bergbrytnings- och byggmaskiner']","Bolaget skall bedriva reparationer, service, uthyrning och handel med entreprenad- och byggnadsmaskiner, mark och entreprenadarbeten, personaluthyrning samt äga, förvalta och handel med aktier och andra värdepapper och därmed förenlig verksamhet.",,0584-41 10 70,
Roger.K Traktortjänst i Ställdalen AB,https://www.allabolag.se/foretag/roger.k-traktortj%C3%A4nst-i-st%C3%A4lldalen-ab/st%C3%A4lldalen/-/5566815683,[],556681-5683,18027,Roger.K Traktortjänst i Ställdalen AB,2005-06-09,Aktiebolag,4,"Tallvägen 35, 714 72 Ställdalen","Tallvägen 35, 714 72 Ställdalen",Ställdalen,100Tkr,"['43991 Uthyrning av bygg- och anläggningsmaskiner med förare', '49410 Vägtransport, godstrafik', '95311 Allmän service och reparation av motorfordon utom motorcyklar', '81100 Fastighetsrelaterad stödverksamhet']","Bolaget skall bedriva försäljning, service och reparationer av fordon, skogsmaskiner och trädgårdsmaskiner, utföra transporter, utföra tjänster med entreprenadmaskiner, trädgårdssötsel, fastighetsskötsel, svets- och montagearbeten samt service av VVS instal= lationer och därmed förenlig verksamhet.",,,
